#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b3013//b2202//
aceF	b4076//b3957//
adiC	b2464//b3931//
araH	b3458//b1484//b2754//
artP	b1505//b4069//
artQ	b2619//b1464//
atpH	b0723//b2103//b0575//b1174//b3022//b1631//
bcsB	b1948//b1348//
bcsF	b4376//b1093//
betI	b4202//b2034//b3265//
btuE	b3812//b3530//
cadB	b4353//b2675//
ccmE	b0263//b3721//b3184//
ccmH	b3739//b3786//b1850//
chbR	b3670//b4478//
chpR	b2730//b2035//
citF	b1787//b4127//b4158//
cobU	b3022//b1772//b2422//
csgG	b1476//b2023//b4057//b0487//
cueR	b1587//b1215//b4069//
cusF	b1701//b3099//b3298//b1071//
cyoE	b0722//b0336//b0727//b3184//b1824//
dacA	b2704//b1184//
ddpC	b0094//b3400//
ddpF	b1578//b3378//b3933//b3311//
deoD	b1504//b4127//b0872//b3836//
dhaM	b3792//b1503//b3771//
dmsB	b2703//b1578//
dnaK	b1929//b3863//
dppF	yncK//b2456//b1887//b3365//b1750//
edd	b1503//b1552//
efeU	b3803//b1885//
eptA	b4013//b3065//b3684//b1144//b4057//b4183//b3303//b1282//b0734//
eutL	b0572//b1262//
eutT	b2994//b1716//b0806//b1761//b1848//b3183//
fabG	b0958//b2032//
fadB	b2620//b0083//
fdnI	b3563//b4608//
fecE	b3315//b3926//b1530//b3201//b4378//
fepC	b1389//b4320//
fepG	b0263//b4328//
fhuD	b0108//b1036//b1474//b1701//
fimH	b3228//b2721//b3736//b3731//
fimI	b1864//b3008//b3802//
fklB	b2957//yjhE//b2720//
flhD	b3008//b4469//
frmR	b1362//b3977//
fruK	b1180//b2145//b3649//
ftsN	b2326//b3228//b1864//
gadX	b3959//b1260//
galT	b1953//b3416//b0313//b4371//
garR	b2276//b2456//b1836//b0184//b0505//
gatZ	b4035//b2682//b0036//b3513//b0025//b3119//b1987//
gcvT	b0572//b0004//b3799//
glcG	b3894//b3430//b0823//
glgX	b0307//b3240//b2906//b0999//
glnL	b3342//b0077//
glnQ	yliL//b1012//b0087//
glpT	b2048//b2729//b0313//b3905//b3595//b1516//b3905//b1335//
gltB	b3431//b3228//
gltL	b1665//b3359//
glxR	b1954//b3983//
gspB	b0368//b1204//
gspD	b3302//b1593//
gspF	b0990//b4330//
gspM	b1167//b3690//
hisQ	b3725//b1151//b2257//
holC	b4126//b2855//b2365//b1491//
htpG	b0723//b3072//b3460//
hybC	b1184//b2241//
hybG	b0851//b2264//b2713//
hybO	b1493//b1563//b4033//
hydN	b3933//b2120//b3826//b2665//b3967//b1789//b1166//b0331//b3099//b1760//b2529//
hyfB	b1682//b3193//b1851//
hyfR	b1009//b0733//b0997//b1148//b2480//
ibpB	b2879//b3933//
ileY	b3158//b1946//
ilvM	b0306//b1228//b0905//b1512//b0652//
ilvN	b0586//b1426//
iscU	b4515//b2725//b4099//b1527//b1062//
iscX	b2327//b0592//b0635//
kdsD	b1729//b1124//
ksgA	b2186//b0131//
lacZ	b1849//b2675//b2091//
lar	b0033//b3525//
leuZ	b1093//b0112//b1097//b2145//
lldR	b3734//b1701//b1368//
lpxP	b2723//b3727//b0234//b3201//
lspA	b1078//b2499//b4098//
lsrR	b4131//b3931//b0233//yedS//b0015//b3099//b0763//b2618//
lyx	b1876//b3738//
malQ	b0028//b1180//b2977//b1919//b3796//b2841//b1360//b1698//
manZ	b1134//b2904//b3892//
marR	b3533//b0910//
mcbA	b1073//b1939//
mcrA	b2068//b3199//
mdtJ	b3194//b0750//
menD	b2283//b0777//b3788//
metN	b2250//b2750//
mglC	b2544//b3352//b4598//
mhpB	b1797//b1039//
mhpF	b2522//b0943//
minD	b1468//b0871//
minE	b0753//b2302//
mnmG	b1258//b2038//
moaE	b2150//b4100//b1264//b2341//b0409//
mokB	b3957//b2272//
mpl	b1316//b3779//
mprA	b2738//b4033//b0738//
mraZ	b1950//b0004//b2203//b1709//
mrp	b4353//b1291//
murE	b1862//b0428//
nagB	b0534//b2715//
nanM	b3629//b4239//
napF	b2724//b2333//
napH	b3385//b2476//b3616//b2048//b1207//
narJ	b1889//b3100//b3784//
narZ	b3693//b4515//
nirD	b0955//b4259//b1929//
nrdG	b2728//b1389//
nrdI	b3625//b2454//b2146//b4098//
nrfC	b0594//b3194//b3114//
nuoB	b2254//b2529//
nuoN	b2486//b2039//b1739//b0336//b3545//b1849//b1257//b0018//b2141//b3065//b1062//
oppF	b3127//b4154//b2672//b4352//b1149//
paaI	b1081//b2482//b2047//b3289//b3031//b1932//b4199//b1340//b0074//
pdhR	b0085//b1146//
pdxK	b0976//b1062//b4443//
pflB	b0596//b0112//
pgk	b0812//b4149//b2037//
pheL	b3749//b4122//
phnE	b1807//b1924//
phnL	b4307//b0796//b3560//b3221//
pntA	b0941//b4187//
polA	b0936//b0430//
potH	b4314//b3537//b2526//b3515//b1673//b4081//b1040//
ppa	b2109//b1164//
ppdD	b4200//b2022//
ppx	b3741//b3927//
proX	b0660//b2756//b0094//
prpD	b1970//b0002//b3565//
pspD	b0863//b4202//b2120//b0042//
pstB	b1942//b1051//
pstS	b1358//b3803//b1428//
purT	b3671//b1224//b3525//b1176//b4079//b0860//b0862//ybfI//b1350//b0903//
putP	b3659//b4478//
puuR	b4109//b1761//b1944//b2378//
pyrI	b0967//b4506//b3259//b3507//b4304//b4277//
rbsK	b3296//b2038//b2736//b2341//b4303//
rcsD	b0296//b3228//
recQ	ecpE//b1949//
relE	b1736//b1919//
rhaB	b4153//b0081//
ribF	b4149//b0062//yedS//b0414//
rlpB	b4226//b0432//b1555//
rluA	b0896//b1844//
rpmI	b1518//b1257//
rpoN	b1195//b2663//
rseA	b2523//b3326//
rsxB	b1511//b2738//
rtcR	b3687//b2450//
rutG	b3906//b1036//b1155//b1631//b1414//b2722//b3598//
ryhB	b1834//b4201//
sapD	b2673//b2673//b1339//
serC	b3390//b1225//
serT	b2609//b2276//b2168//b2140//
sfmH	b0306//b4035//
slyA	b0979//b2313//
smpB	b4006//b0038//
srlE	b3723//b0972//b2288//b1921//b0023//
sroB	b0120//b0710//
sseB	b0837//b2440//
sspB	b4506//b1359//
ssrS	b3734//b1225//b4382//
sucD	b2454//b0180//b0996//b4384//b2025//b2264//b2598//b1843//b1102//b2618//b1183//b4618//b3192//
sufS	b3671//b3654//b0094//b3822//b0961//b0468//
tatA	b4655//b2252//
tdcG	b3329//b3710//b0677//b3516//b1077//b3352//b4511//
tdh	b3074//b3035//b1662//b1307//b1215//b0497//
tdk	b1698//b1215//
thrC	b2189//b2197//b4187//
thrW	b3736//b0306//b0980//b3098//
tnaC	b3650//b0777//b2729//
tolC	b2443//b3848//b2852//b2005//
tolR	b2103//b1132//b4128//
treC	b4382//b0336//
trmI	b0590//b2783//
trpL	b2997//b4186//b0896//b4589//b2312//
truB	b2104//b3933//
truD	b3536//b2113//b4375//
trxA	b3359//b4319//
trxB	b3361//b0358//
tyrA	b3138//b4114//
tyrB	b2608//b4384//b0729//
tyrU	b0015//b3223//b1724//b1662//b1040//
upp	b0750//b3456//b1226//b2524//b1505//
uraA	b2573//b2997//b1851//
usg	b0078//b1590//
valV	b0615//b1747//b4305//
visC	b4160//b3545//b0588//b1866//
waaU	b2738//b1554//b1841//b4112//b1797//b2513//b2544//b2279//b0366//b1716//b2723//
wbbL	b3544//b3643//b0590//b1156//b0545//b1779//b4102//b4027//b3395//b0872//b2918//b2249//
wcaE	ecpE//b4485//
wcaL	b1306//b2911//b2414//b1937//b2867//
wzxE	b3957//b4310//
xerD	b2800//b2439//
xylA	b0764//b2454//
yaaW	b0975//b4056//
yadM	b2199//b2739//
yaeB	b1729//b1761//
yaeI	b2880//b2239//
yafZ	b3458//b2279//
yajG	b3479//b0234//b1476//b3367//
ybaN	b1745//b2041//b2977//b0451//b2252//
ybbC	b3512//b4024//
ybbW	b1262//b3632//b4375//b2143//b2524//
ybcO	b1530//b3897//
ybdD	b0125//b1885//b3128//b0750//b1709//b4143//b1125//b0659//
ybeA	b2886//b3304//b3930//b0907//b3725//b1352//
ybeZ	b3545//b2003//
ybfC	b0861//b0108//
ybgC	b1147//b2867//
ybgJ	b3292//b1254//
ybgT	b2699//b3130//b1443//b1224//
ybhC	b4302//b3458//b4239//yjhE//
