#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b1258//b3065//
aceF	b1941//b3001//
adiC	b0108//b0999//
araH	b3737//b2907//b1580//
artP	b1332//b2071//
artQ	b1747//b2620//
atpH	b1878//b2757//b2283//b4158//b1628//b3228//
bcsB	b1519//b1082//
bcsF	b3737//b1390//
betI	b2727//b4013//b4287//
btuE	b3640//b1176//
cadB	b0955//b0955//
ccmE	b2878//b3213//b1048//
ccmH	b0409//b3325//b0636//
chbR	b3261//b1391//
chpR	b2661//b0575//
citF	b1184//b1680//b0864//
cobU	b1836//b3361//b1306//
csgG	b2849//b2888//b3168//b3614//
cueR	b0864//b3292//b1228//
cusF	b3193//b4053//b2488//b3292//
cyoE	b4109//b4506//b0738//b2239//b0707//
dacA	b0678//b2460//
ddpC	b3457//b1972//
ddpF	b1748//b0072//b2757//b3514//
deoD	b0659//b0061//b0306//b0343//
dhaM	b3118//b2125//b2068//
dmsB	b1199//b3458//
dnaK	b1923//b0428//
dppF	b4598//b2414//b3127//b2460//b0723//
edd	b4230//b2236//
efeU	b1305//b0348//
eptA	b3918//b2719//b3387//b0864//b1940//b4104//b0059//b3515//b1586//
eutL	b0093//b1040//
eutT	b0756//b1076//b2948//b3749//b2946//b3605//
fabG	b1247//b1015//
fadB	b4608//b1921//
fdnI	b4451//b2992//
fecE	b3385//b0002//b3128//b3204//b1004//
fepC	b1420//b1885//
fepG	b0331//b4131//
fhuD	b3177//b0939//b2917//b3342//
fimH	b1482//b3898//b1627//b4054//
fimI	b1291//b3430//b1590//
fklB	b1148//b0720//b1334//
flhD	b0860//b1513//
frmR	b4057//b2461//
fruK	b0075//b2721//b0796//
ftsN	b1778//b3457//b3625//
gadX	b2971//b0436//
galT	b2255//b3628//b3110//b0973//
garR	b0983//b2036//b4382//b2096//b2096//
gatZ	b1750//b3024//b3315//b2051//b1924//b0806//b1225//
gcvT	b1729//b3752//b2017//
glcG	b2720//b2148//b2162//
glgX	b1482//b3513//b3205//b0059//
glnL	b3983//b0311//
glnQ	b0018//b2529//b4233//
glpT	b2881//b3507//b1262//b0765//b1153//b1014//b1954//b3341//
gltB	b0125//b2748//
gltL	b1918//b3366//
glxR	b1841//b3893//
gspB	b0343//b2674//
gspD	b3298//b3166//
gspF	b2286//b3619//
gspM	b0485//b0434//
hisQ	b0152//b1044//b3863//
holC	b3984//b2853//b1235//b2137//
htpG	b1257//b1580//b1881//
hybC	b2185//b3361//
hybG	b3172//b0114//b4068//
hybO	b4187//b3619//b2456//
hydN	b2137//b3532//b1393//b0108//b1226//b4156//b2905//b2335//b1088//b3203//b4348//
hyfB	b4035//yrhC//b4221//
hyfR	b1366//b2049//b2818//b3455//b2460//
ibpB	b1851//b4358//
ileY	b0907//b2515//
ilvM	b3977//b4081//b3927//b1576//b1089//
ilvN	b3650//b1865//
iscU	b1958//b0451//b3482//b4608//b2207//
iscX	b2662//b2961//b1482//
kdsD	b2840//b0750//
ksgA	b4122//b3894//
lacZ	b1478//b1421//b3617//
lar	b1207//b2522//
leuZ	b0450//b3786//b4353//b4254//
lldR	b1012//b0978//b4280//
lpxP	b2828//b2281//b2724//b2284//
lspA	b1287//b3430//b0940//
