#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b1512//b0863//
aceF	b0989//b1909//
adiC	b0231//b3454//
araH	b1421//b1519//b1797//
artP	b0409//b0999//
artQ	b3537//b2616//
atpH	b0989//b0784//b3202//b2990//b2374//b3778//
bcsB	b1167//b2439//
bcsF	b4317//b1603//
betI	b0307//b0990//b4110//
btuE	b4113//b3508//
cadB	b4303//b4222//
ccmE	b0061//b4378//b1000//
ccmH	b2662//b3739//b3229//
chbR	b2665//b1949//
chpR	b0999//b3629//
citF	b3769//b3231//b1514//
cobU	b0313//b3984//b0939//
csgG	b3110//b4069//b1083//b2286//
cueR	b2348//b3344//b1953//
cusF	b3509//b2730//b0785//b1102//
cyoE	b4113//b4317//b2723//b2445//b2601//
dacA	b3320//b3334//
ddpC	b3385//b1580//
ddpF	b2121//b1631//b0058//b1504//
deoD	b3927//b0897//b3175//b2374//
dhaM	b4506//b2908//b2756//
dmsB	b2257//b2400//
dnaK	b1171//b1389//
dppF	b4603//b0584//b1926//b3110//b4559//
edd	b4506//b2682//
efeU	b0013//b1332//
eptA	b4470//b0751//b3805//b2850//b0148//b1578//b2469//b2092//b1932//
eutL	b2339//b0589//
eutT	b0591//b1599//b1287//b3118//b3309//b0091//
fabG	b4369//b3595//
fadB	efeU//b2302//
fdnI	b0823//b2673//
fecE	b1509//b3460//b1678//b2705//b4200//
fepC	b2514//b0823//
fepG	b0306//b3791//
fhuD	b4565//b0862//b0231//b3846//
fimH	b4230//b1184//b1588//b1883//
fimI	b2616//b4053//b4526//
fklB	b2459//b3994//b0756//
flhD	b1148//b3184//
frmR	b3731//b1483//
fruK	b2230//b2514//b2148//
ftsN	b0865//b3302//b3705//
gadX	b3829//b2782//
galT	b4067//b0829//b4383//b1844//
garR	b4334//b3430//b2033//b0536//b2319//
gatZ	b0872//b0783//b0143//b3343//b2368//b4070//b0999//
gcvT	b1516//b0168//b4329//
glcG	b1587//b3628//b2855//
glgX	b1390//b0776//b2368//b0421//
glnL	b1281//b3200//
glnQ	b1155//b0756//b4352//
glpT	yedS//b1638//b3302//b2253//b1629//b0195//b1840//b1089//
gltB	b1361//b0763//
gltL	b0153//b1478//
glxR	b2886//b3317//
gspB	b1421//b0088//
gspD	b3656//b3741//
gspF	b3022//b0659//
gspM	b3491//b0032//
hisQ	b1717//b3812//b2462//
holC	b3957//b2095//b0861//b1817//
htpG	b2948//b2728//b2056//
hybC	b4128//b0756//
hybG	b0474//b1628//b0534//
hybO	b3365//b1484//b0004//
hydN	b1881//b1603//b1468//b0451//b3297//b0778//b0977//b3541//b1530//b2525//b0071//
hyfB	b2841//b0801//b1710//
hyfR	b0245//b2414//b0137//b1494//b2764//
ibpB	b2659//b2976//
ileY	b2894//b0911//
ilvM	b1335//b0114//b3734//b1924//b2914//
ilvN	b0245//b1891//
iscU	b2719//b2752//b3983//b3167//b0990//
iscX	b2573//b0861//b0108//
kdsD	b0151//b2872//
ksgA	b1747//b1631//
lacZ	b1992//b2455//b4126//
lar	b4270//b1306//
leuZ	b2883//b1294//b2517//b3624//
lldR	b4132//b3185//b2400//
lpxP	b4353//b1747//b0301//b2313//
lspA	b2049//b0093//ypjI//
lsrR	b1312//b2145//b4371//b1151//b2444//b0164//b2461//b1797//
lyx	b0523//b1739//
malQ	b1773//b1134//b2135//b1264//b2145//b2354//b0082//b3930//
manZ	b3022//b0042//b3748//
marR	b3229//b1123//
mcbA	b4183//b0164//
mcrA	b3476//b1006//
mdtJ	b3904//b3956//
menD	b3300//b3733//b2050//
metN	b4203//b3659//
mglC	b3311//b1589//b1617//
mhpB	b3850//b1007//
mhpF	b3735//b1464//
minD	b0851//b2818//
minE	b1190//b1010//
mnmG	b2155//b1779//
moaE	b3194//b2608//b1797//b3426//b2501//
mokB	b2199//b1954//
mpl	b4132//b2719//
mprA	b4467//b2926//ecpE//
mraZ	b2414//b2445//b3359//b2529//
mrp	b2149//b2424//
murE	b2150//b2886//
nagB	b3482//b2879//
nanM	b3740//b2718//
napF	b3359//b3213//
napH	b1291//b4081//b1037//b1631//b1776//
narJ	b3563//b4524//b4189//
narZ	b3525//b3079//
nirD	b2718//b3307//b1097//
nrdG	b2038//b1348//
nrdI	b4053//b1085//b3345//b0421//
nrfC	b2199//b2142//b3001//
nuoB	b2782//b2616//
nuoN	b3479//b3308//b2873//b2029//b1390//b2236//b3979//b1495//b1701//b0071//b3615//
oppF	b1587//b1923//b2091//b3983//b3113//
paaI	b0018//b2909//b2976//b4451//b2286//b3771//b2887//b4101//b3175//
pdhR	ysaC//b0336//
pdxK	b1490//b2457//b0799//
pflB	b3306//b3897//
pgk	b1070//b3979//b0151//
pheL	b1287//b4320//
phnE	b0131//b2855//
phnL	b2272//b4464//b1834//b2253//
pntA	b1910//b0409//
polA	b0593//b1228//
potH	b3522//b2502//b1215//b3799//b3792//b1078//b1263//
ppa	b2454//b1950//
ppdD	b3614//b3650//
ppx	b1167//b2514//
proX	b4123//b0695//b0884//
prpD	b4207//b2652//b0072//
pspD	b1076//b3614//b1476//b2482//
pstB	b2461//b2091//
pstS	b2841//b4426//b2949//
purT	b3168//b0872//b2169//b0710//b0823//b0358//b3613//b3170//b2918//b2529//
putP	b3239//b1176//
puuR	b2121//b1850//b2414//b3740//
pyrI	b3994//b0523//b0850//b2515//b3301//b2678//
rbsK	b3732//b0862//b2280//b3979//b1760//
rcsD	b3344//b0958//
recQ	b0114//b4186//
relE	b2665//b4589//
rhaB	b1410//b1243//
ribF	b1580//b4052//b1342//b1530//
rlpB	b4112//b3430//b0941//
rluA	b2104//b3596//
rpmI	b0860//b1682//
rpoN	b0764//b3796//
rseA	b0004//ybfG//
rsxB	b1791//b2515//
rtcR	b2469//b3826//
rutG	b1004//b2453//b1483//b2673//b2013//b1176//b3432//
ryhB	b0333//b0158//
