#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b1467//b2080//
aceF	b2907//b0003//
adiC	b3304//b4102//
araH	b3325//b3259//b2616//
artP	b3507//b2871//
artQ	b2025//b3460//
atpH	b4221//b2887//b0151//b3536//b1238//b3555//
bcsB	b3932//b0033//
bcsF	b3493//b3366//
betI	b3378//b0473//b0026//
btuE	b1761//b4320//
cadB	b2783//b0765//
ccmE	b0980//b3637//b4067//
ccmH	b1125//b4318//b1954//
chbR	b4348//b1511//
chpR	b1348//b3994//
citF	b0051//b2948//b0331//
cobU	b2933//b3261//b2142//
csgG	b1075//b1151//b4052//b1359//
cueR	b1038//b2949//b2600//
cusF	b2619//b0820//b3314//b3296//
cyoE	b2449//b1157//b2757//b4459//b3486//
dacA	b0421//b3202//
ddpC	b0652//b1126//
ddpF	b1932//b4005//b1906//b4231//
deoD	b2888//b3869//b3303//b0756//
dhaM	b3385//b3303//b3732//
dmsB	b0434//b1312//
dnaK	b4076//b1499//
dppF	b3072//b0430//b1709//b3991//b2108//
edd	b4279//b1137//
efeU	b2840//b1080//
eptA	b3429//b2424//b2038//b1207//b0511//b1503//b0777//b3797//b1942//
eutL	b1307//b3617//
eutT	b3615//b3871//b0672//b2997//b4151//b2439//
fabG	b0592//b3730//
fadB	b3953//ilvG//
fdnI	b1133//b3476//
fecE	b0735//b2440//b1120//b3306//b2659//
fepC	b4113//b0672//
fepG	b0342//b0795//
fhuD	b0296//b4245//b1224//b4240//
fimH	b3319//b3346//b1010//b0183//
fimI	b2249//b1189//b1927//
fklB	b2782//b0733//b1767//
flhD	b4069//b1264//
frmR	b0999//b0114//
fruK	b3780//b2049//b2288//
ftsN	b4183//b0615//b2025//
gadX	b3413//b3117//
galT	b4618//b3514//b3225//b2726//
garR	b0431//b2146//b0301//b0025//b1360//
gatZ	ecpE//b0002//b0739//b2961//b3185//b1039//b3035//
gcvT	b3619//b1942//b4069//
glcG	b2387//b1188//b0366//
glgX	b2725//b2914//b0996//b0806//
glnL	b4100//b3829//
glnQ	b4559//ygeN//b4221//
glpT	b1009//b3803//b2459//b0836//b2444//b0231//b0943//b1787//
gltB	b3545//b1097//
gltL	b3261//b3487//
glxR	b3931//b2528//
gspB	b2526//b0710//
gspD	b2757//b1000//
gspF	b1560//b4466//
gspM	b4371//b2744//
hisQ	b1552//b2091//b1299//
holC	b0473//b2906//b4147//b2276//
htpG	b3194//b2748//b2449//
hybC	b0028//b2378//
hybG	b0152//b3846//b3006//
hybO	b3186//b1334//b2543//
hydN	b3739//b2530//b2767//b2194//b4478//b2461//b0678//b2850//b1480//b0059//b3251//
hyfB	b3656//b3255//b2048//
hyfR	b3611//b1393//b3259//b1682//b1079//
ibpB	b0429//b3129//
ileY	b0061//b0772//
ilvM	b2727//b3624//b2090//b4557//b2544//
ilvN	b1360//b1815//
iscU	b3687//b1340//b2333//b3751//b2103//
