#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:44 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/gos_bnum.txt
go_0000018_7	b3722//b3907//b1881//b0642//
go_0000025_7	b0813//
go_0000027_7	b4014//b1736//b2993//b0036//b1261//b3394//b2428//b4550//b3581//b0415//b0070//b1939//b1377//
go_0000028_7	b2125//b2662//b1902//b4315//b0978//b0754//b0448//b0086//b3032//
go_0000032_8	b1569//
go_0000041_8	b2995//
go_0000050_5	b1759//b4298//b3417//b2479//b2559//b1636//b3816//
go_0000053_5	b3778//
go_0000096_5	b0474//
go_0000101_6	b2745//
go_0000103_5	b0907//b2581//
go_0000105_6	b0931//b1304//b1410//b3668//b2896//b3850//b1438//b2751//
go_0000160_5	b1266//b2261//b4000//b0823//b3939//b2104//b0685//b4132//b2640//b1269//b2066//b0911//b1539//b0208//b0031//b3641//b3867//b3152//b1176//b1872//b4130//b0401//b1677//b1333//b0231//b1818//b2827//b3789//b0446//b2121//b2630//b4322//b2458//b4033//b3544//b1289//b3875//b3114//b0260//b2092//b0839//b4080//
go_0000162_7	b1407//b3020//b1930//b4055//b1082//b1661//b3691//b4268//b1061//
go_0000270_7	b2923//b1594//b3721//b4484//b2388//b1497//b1124//b2995//b2744//b3219//b2015//b3907//
go_0000271_6	b3710//b2738//b1807//b4335//b2798//
go_0000302_5	b1263//b2845//
go_0000303_6	b1124//b2843//
go_0000305_5	b0589//
go_0000372_11	b0611//
go_0000413_9	b4322//b4291//b0480//b4062//b3053//b1378//b1302//b1424//
go_0000453_8	b4153//b1390//b1511//b4705//b2267//
go_0000455_9	b3363//b2312//b3549//b0448//b4173//b4428//b1467//
go_0000462_11	b2407//b4702//
go_0000470_10	b3533//
go_0000478_9	b4235//
go_0000716_7	b4232//
go_0000724_8	b1279//
go_0000725_7	b2801//b3983//b1076//b4095//b3832//
go_0000726_7	b3563//
