#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:44 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/gos_bnum.txt
go_0000018_7	b0968//b2548//b1993//b0688//
go_0000025_7	b3395//
go_0000027_7	b1378//b2126//b1822//b3581//b0476//b3743//b3825//b3533//b4171//b3745//b3072//b0015//b1053//
go_0000028_7	b0798//b2938//b0687//b0161//b0394//b2599//b2153//b3224//b0133//
go_0000032_8	b0967//
go_0000041_8	b0427//
go_0000050_5	b3344//b1785//b2367//b0022//maoP//b3370//b1296//
go_0000053_5	b4014//
go_0000096_5	b0318//
go_0000101_6	b0779//
go_0000103_5	b2199//b2748//
go_0000105_6	b0763//b1203//b0571//b0662//b3084//b3148//b2947//b3546//
go_0000160_5	b0221//b3222//b1595//b3126//b1362//b2565//b3049//b1140//b4039//b3475//b4000//b3180//b2258//b3994//b1281//b3689//b0045//b3957//b2718//b0727//b1514//b3129//b2202//b4221//topAI//b1450//b4225//b1054//b1090//b0778//b4177//b3996//b3455//b1620//b0805//b0111//b2529//b1472//b3713//b2526//b2761//b0551//
go_0000162_7	b1749//b2797//b2739//b2527//b0076//b0551//b0642//b3516//b0491//
go_0000270_7	b2518//b0737//rpnD//b2478//b1113//rpnB//b1710//b4682//b1360//b1830//b3152//b2765//
go_0000271_6	b3206//b2498//b1449//b4120//b0441//
go_0000302_5	b2619//b3175//
go_0000303_6	b2673//b4291//
go_0000305_5	b1253//
go_0000372_11	b0154//
go_0000413_9	b1593//b3534//b2608//b3453//b3728//b3902//b1265//b2965//
go_0000453_8	b1599//b0649//b0776//b4142//b1732//
go_0000455_9	b1815//b3983//b3640//b3966//b1429//b3743//b0339//
go_0000462_11	b0146//b3887//
go_0000470_10	b4209//
go_0000478_9	b2845//
go_0000716_7	b3733//
go_0000724_8	b3834//
go_0000725_7	b4067//b0892//b0507//b2399//b0231//
go_0000726_7	b2417//
go_0000731_7	b3569//b2619//b2358//b2287//
go_0000737_7	b2711//
go_0000738_7	b0054//b2565//b3011//
go_0000746_4	b2380//
go_0000820_7	b2565//
go_0000902_5	b3771//
go_0000910_4	b3875//b1061//b0902//
go_0000917_6	b0186//b2606//b1973//b2456//b2813//
go_0000918_6	b3298//b0674//b1508//b0023//
go_0000920_3	b2796//insI4//b0729//b2077//b3774//
go_0000921_6	b0240//
go_0000967_10	b0799//b1278//b0653//
go_0001101_4	b2216//b1885//b1433//b2336//b3928//
go_0001121_7	b3095//b0597//
go_0001123_8	b4214//
go_0001124_8	b3500//
go_0001407_7	b4532//b2314//b1260//b2933//
go_0001510_5	b2344//b3534//b1912//b2965//
go_0001514_8	b2422//
go_0001522_7	b4069//b0356//b4361//b3219//
go_0001558_5	b1245//b0722//
go_0001561_6	b3164//
go_0001676_6	b3685//
go_0001680_11	b1343//
go_0001682_11	b4166//
go_0001731_7	b0827//
go_0001762_6	b2212//
go_0001887_4	b1606//b2980//
go_0001896_5	b3178//b3422//b3965//b3061//
go_0002047_6	b2196//b2315//
go_0002097_8	b3609//
go_0002098_9	b1071//b3887//b3730//hprS//b3916//b0755//b4255//
go_0002099_9	b3469//b0911//
go_0002100_9	b3566//
go_0002101_9	b1096//
go_0002128_7	b2303//b2762//
go_0002131_9	b1391//
go_0002132_9	b2393//
go_0002136_10	b3251//
