#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:44 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/gos_bnum.txt
go_0000018_7	b3011//b1853//b1397//b4280//
go_0000025_7	b0963//
go_0000027_7	b0410//b1124//b2604//b2570//b2877//b3709//b0578//b0403//b3491//b0388//b1513//b1076//b2830//
go_0000028_7	b1918//b3558//b1349//b3952//b1191//b4339//b3192//b3579//b3478//
go_0000032_8	b1370//
go_0000041_8	b4022//
go_0000050_5	b2706//b1603//b0081//b1096//b2938//b1099//b3892//
go_0000053_5	b4194//
go_0000096_5	b4480//
go_0000101_6	b1105//
go_0000103_5	b3524//b0824//
go_0000105_6	b2178//b4394//b2557//b1301//b0605//b2374//b3144//b1814//
go_0000160_5	b0158//b3179//b2474//b2296//b3491//b2553//b3780//b3178//b1651//b1200//b1895//b1854//b4161//b3344//b2316//b1593//b1319//b3385//b2049//b1497//b0532//b3734//b0329//b3365//b1395//b1296//b0087//b3956//b0508//b3869//b3569//b1241//b0129//b0213//b0534//b0893//b0649//b3056//b3891//b3915//b2437//b1885//
go_0000162_7	b2738//b0566//b2727//b3208//b0189//b0598//b1374//b0062//b4155//
go_0000270_7	b3134//b2302//b2831//b3835//b1859//b0565//b0880//b0101//b3064//b0449//b3974//b0419//
go_0000271_6	b3680//b3869//b1127//b3029//b1474//
go_0000302_5	b1620//b0978//
go_0000303_6	b2253//b4224//
go_0000305_5	b3309//
go_0000372_11	b0245//
go_0000413_9	b4000//b3740//b2231//b1350//b4190//b1040//b3724//b1676//
go_0000453_8	b3375//b0461//b2808//b1374//b3447//
go_0000455_9	b4058//b3287//b0602//b3035//b2957//b0624//b3917//
go_0000462_11	b2367//b3734//
go_0000470_10	b2307//
go_0000478_9	b0470//
go_0000716_7	b0074//
go_0000724_8	b1071//
go_0000725_7	gpr//b0220//b4087//b0795//b1489//
go_0000726_7	b1841//
go_0000731_7	b3845//b1884//b0619//b1096//
go_0000737_7	b0305//
go_0000738_7	b1738//b0109//b2315//
go_0000746_4	b4173//
go_0000820_7	b0741//
go_0000902_5	b0357//
go_0000910_4	b0388//b1238//b2134//
go_0000917_6	b2255//b3559//b2017//b3198//b4052//
go_0000918_6	b0422//b0770//b3671//b1661//
go_0000920_3	b0794//b4314//b2803//b3800//b2167//
go_0000921_6	b3486//
go_0000967_10	b4118//b0238//b1676//
go_0001101_4	b4034//b0086//b2182//b3630//b1474//
go_0001121_7	b0565//b2716//
go_0001123_8	b4471//
go_0001124_8	b4078//
go_0001407_7	b3779//b0432//b2049//b3041//
go_0001510_5	b0242//b0010//b4554//b2507//
go_0001514_8	b3502//
go_0001522_7	b2539//b2674//b2997//b3121//
go_0001558_5	b3780//b2714//
go_0001561_6	b4143//
go_0001676_6	b1650//
go_0001680_11	b0968//
go_0001682_11	b1808//
go_0001731_7	b3496//
go_0001762_6	b2611//
go_0001887_4	b2182//b3299//
go_0001896_5	b1656//b2840//b0578//b2758//
go_0002047_6	b0343//b0826//
go_0002097_8	b1384//
go_0002098_9	b2925//b4036//b1993//b1652//b2756//b2957//b1378//
go_0002099_9	b2155//b1539//
go_0002100_9	b1778//
go_0002101_9	b4095//
go_0002128_7	b4131//b1663//
go_0002131_9	b0771//
go_0002132_9	b0920//
go_0002136_10	b3943//
go_0002143_9	b1234//b4065//b3769//b2246//b2079//b4072//
go_0002181_7	b4479//b4398//
go_0002184_8	b4221//
go_0002188_6	b1507//
go_0002192_8	b3955//
go_0002937_9	b2246//
go_0002938_8	b1327//
go_0002939_7	b0959//
go_0002943_8	b1514//
go_0002949_8	b2114//b4153//b2566//b1038//
go_0003333_7	b2451//b1967//b3414//b0058//b2264//b4544//b2386//b0487//bioD2//b1590//b1129//b2294//b4460//b3189//b2010//b0254//b1482//
go_0005975_4	b1284//b1615//b4070//b0031//b0802//b1388//b4464//b0764//b3565//b4327//b1061//b3131//b1007//b2687//b0106//b3074//b1201//b2957//b3941//b2437//b1236//
go_0005976_5	b0807//
go_0005977_6	b0610//
go_0005978_7	b1210//b3903//b3809//b1290//
go_0005980_7	b2061//b2108//b0484//
go_0005986_7	b1262//
go_0005990_7	b2032//b0325//
go_0005992_7	b3950//b1338//
go_0005993_7	b3084//b0718//b1927//
go_0005995_7	b1874//
go_0005998_7	b1021//
go_0006000_6	b1223//
go_0006001_7	b1994//b3368//
go_0006002_5	b0102//b2840//b1682//
go_0006006_6	b3046//b4005//b0040//b4146//b1842//b3428//b3146//b0681//
go_0006007_7	b2130//b1761//
go_0006011_5	b1729//
go_0006012_6	b3625//b3148//
go_0006013_6	b1930//
go_0006014_6	b0211//
go_0006015_7	b3240//b3966//
go_0006020_5	b0993//
go_0006044_7	b1663//
go_0006046_8	b3661//b0069//b1602//b4054//
go_0006047_5	b3643//b0134//
go_0006048_6	b3156//b1312//b3583//b3133//b1037//b2987//
go_0006053_8	b3204//
go_0006062_8	b0708//
go_0006071_6	b1593//b4052//b1600//
go_0006072_6	b3790//
go_0006082_4	b0974//b0336//
go_0006083_6	b3580//b2756//b2519//
go_0006086_8	b2907//
go_0006090_8	b2308//b0516//b1854//b2092//
go_0006094_7	b1991//b1595//b2992//b2793//b3955//b1390//b0497//b3642//b0651//b2888//
go_0006096_6	b2544//b3576//b4180//b3774//b4314//b3358//b0708//b0641//b3450//b0752//b0076//b0593//b2874//b0329//b3153//b2556//b1791//b2307//
go_0006097_5	b3497//b1634//b1326//b1516//b0368//
go_0006098_6	b3981//b4305//b0685//b3365//b3700//
go_0006099_4	b0486//b1262//b1377//b0237//b3628//b0172//b4335//b1501//b2040//b0708//b1891//b0239//b2595//b2781//b1212//b1385//b4136//
go_0006103_5	b2477//
go_0006104_6	b2957//b0742//b0635//
go_0006105_5	b3972//b1478//b0649//b2979//b3662//
go_0006106_8	b2926//
go_0006107_8	b2511//
go_0006108_8	b2829//bioD1//b2048//b0261//b3686//
go_0006113_5	b0564//b3957//b1857//b3344//b1257//b3519//b1594//b4358//
go_0006115_6	b1352//
go_0006124_6	b3126//
go_0006144_6	b4269//hexR//
go_0006145_7	b3179//
go_0006146_8	b2619//b0763//
go_0006148_9	b1312//
go_0006149_9	rpnA//
go_0006150_9	b2481//
go_0006152_7	b0423//b2358//b3128//b2753//b3551//
go_0006154_6	b1380//
go_0006161_9	b3599//
go_0006163_6	b1634//
go_0006164_7	b0101//b0162//b2994//b3456//
go_0006166_6	b1247//
go_0006168_7	b3429//b1988//
go_0006171_9	b4249//
go_0006172_9	b2520//
go_0006177_9	b4114//
go_0006178_7	b4082//
go_0006183_9	b3113//
go_0006189_10	b4279//b1132//
go_0006203_8	b2032//b0516//
go_0006206_6	b0369//b3870//b2835//b3983//
