#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:44 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/gos_bnum.txt
go_0000018_7	b2276//b0160//b2209//b1832//
go_0000025_7	b2128//
go_0000027_7	b2971//b2667//b2365//b0472//b0677//b2074//b2182//b1227//b4054//b1550//b4114//maoP//b2578//
go_0000028_7	b0932//b2582//b0674//b3224//b0751//b1071//b0463//b2425//b0066//
go_0000032_8	b1098//
go_0000041_8	b0756//
go_0000050_5	b1955//b3571//b0160//b2838//b1696//b4323//b2413//
go_0000053_5	b1679//
go_0000096_5	b0765//
go_0000101_6	b2785//
go_0000103_5	b3544//b1620//
go_0000105_6	b3339//b0692//b3208//b1441//b0081//b1625//b0572//b2577//
go_0000160_5	b0166//b3714//b3129//b2890//b0066//b2610//b1114//b2328//b3050//b3232//b3668//b2845//b3128//b4062//b3037//b3793//b0545//b2224//b0827//b0287//b3176//b1111//b3737//b2829//b2963//b0639//b1692//b0086//b0047//b3871//b1205//b1223//b0767//b0239//b1145//b4191//b3832//b4291//b4511//b3066//b3459//b2456//
go_0000162_7	b0639//b2168//b1041//b0657//b1905//b1882//b2134//b4260//b3690//
go_0000270_7	b2093//b2417//b1269//b0957//b1252//b4314//b1207//b0974//b3191//b1646//b2538//b2486//
go_0000271_6	b3551//b3463//b2009//b2503//b2342//
go_0000302_5	b3250//b2759//
go_0000303_6	b2679//b1062//
go_0000305_5	b1253//
go_0000372_11	b4089//
go_0000413_9	b0048//b0827//b0632//b3766//b2311//b3953//b2310//b0595//
go_0000453_8	b2958//b4096//b0962//b3834//b1439//
go_0000455_9	b0464//b0441//b3200//b2540//b3735//b3399//b1852//
go_0000462_11	b1022//b1619//
go_0000470_10	b4324//
go_0000478_9	b4347//
go_0000716_7	b3143//
go_0000724_8	b1084//
go_0000725_7	b2328//b0751//b3498//b2374//b0710//
go_0000726_7	b0064//
go_0000731_7	b1849//b1342//b2258//b0428//
go_0000737_7	b0594//
go_0000738_7	b2640//b1858//b3783//
go_0000746_4	b0855//
go_0000820_7	b0550//
go_0000902_5	b4613//
go_0000910_4	b2098//b2128//srkA//
go_0000917_6	b2661//b2874//b2867//b2689//b1534//
go_0000918_6	b3519//b4382//b1404//b1191//
go_0000920_3	b2209//b1023//b3201//b1885//b4288//
go_0000921_6	b4197//
go_0000967_10	b2327//b4392//b3568//
go_0001101_4	bioD1//b4664//b1990//b3474//b2500//
go_0001121_7	b0895//b3933//
go_0001123_8	b2194//
go_0001124_8	b0069//
go_0001407_7	b1206//b3311//b2327//b3176//
go_0001510_5	b1098//b2291//b0410//b3919//
go_0001514_8	b3567//
go_0001522_7	b2296//b0383//b1333//b3800//
go_0001558_5	b1921//b2219//
go_0001561_6	b3925//
go_0001676_6	b2197//
go_0001680_11	b4092//
go_0001682_11	b2918//
go_0001731_7	b0045//
go_0001762_6	b1407//
go_0001887_4	b2548//b1646//
go_0001896_5	b2619//b3556//b1022//b4260//
go_0002047_6	b3685//b0233//
go_0002097_8	b0892//
go_0002098_9	b1851//b2038//b4139//b4086//b3712//b2756//b1236//
go_0002099_9	b3194//b0329//
go_0002100_9	b3684//
go_0002101_9	b2095//
go_0002128_7	b3772//b1201//
go_0002131_9	b1253//
go_0002132_9	b4460//
go_0002136_10	b4190//
go_0002143_9	b3933//b3129//b3781//b0688//b4335//b3875//
go_0002181_7	b2058//b3582//
go_0002184_8	b0934//
go_0002188_6	b3035//
go_0002192_8	b3933//
go_0002937_9	b3117//
go_0002938_8	b0261//
go_0002939_7	b4235//
go_0002943_8	b4269//
go_0002949_8	b2109//b3736//b3775//b0657//
go_0003333_7	b0110//b2770//b2981//b0382//b2037//b1257//b3026//b0420//b0810//b1633//b1278//b0829//b0921//b3438//b0584//b0693//b2743//
go_0005975_4	b4072//b2014//b1014//b0641//b1540//b0239//b3653//b2497//b4137//b4237//b1828//b0027//b0307//b0876//b0153//b1246//b3935//b2793//b3259//b0861//b4053//
go_0005976_5	b0487//
go_0005977_6	b1394//
go_0005978_7	b0644//b3135//b4087//b4222//
go_0005980_7	b0188//b3787//b4467//
go_0005986_7	b3290//
go_0005990_7	b0839//b4113//
go_0005992_7	b4421//b2991//
go_0005993_7	b0172//b4393//b3185//
go_0005995_7	b2342//
go_0005998_7	b2179//
go_0006000_6	b4151//
go_0006001_7	b2100//b3271//
go_0006002_5	b4098//b0962//b1737//
go_0006006_6	b2980//b3105//b2113//b3300//b3535//b0040//b2718//b3740//
go_0006007_7	b0741//b0161//
go_0006011_5	b3569//
go_0006012_6	b4539//b2517//
go_0006013_6	b1244//
go_0006014_6	b2530//
go_0006015_7	b2312//b3135//
go_0006020_5	b1805//
go_0006044_7	b3592//
go_0006046_8	b4172//b2057//b2312//b2765//
go_0006047_5	b3146//b2733//
go_0006048_6	b0601//b4399//b3176//b3880//b3839//b2786//
go_0006053_8	b2138//
go_0006062_8	b1448//
go_0006071_6	b0551//b4179//b2159//
go_0006072_6	b4168//
go_0006082_4	b1516//b4476//
go_0006083_6	b0098//b0313//b2730//
go_0006086_8	b0214//
go_0006090_8	b0896//b3470//b4477//b4464//
go_0006094_7	b4059//b0299//b3727//b3148//b3981//b4162//b2581//b1579//b3782//b2796//
go_0006096_6	b2828//b0721//b0381//b0433//b3391//b2106//b2052//b3683//b3732//b3719//b1468//b1376//b0341//b0300//b4209//b0184//b0953//b3365//
go_0006097_5	b0604//b4239//b2581//b3113//b0778//
go_0006098_6	b0053//b3476//b2041//b1012//b0125//
go_0006099_4	b1114//b2486//b0299//b4386//b1199//b0578//b2511//b3030//b0521//b1262//b2302//b4070//b3317//b1066//b1822//b4076//b1785//
go_0006103_5	b1074//
go_0006104_6	b2020//b0078//b2610//
go_0006105_5	b2425//b2838//b0507//b2673//b1615//
go_0006106_8	b1124//
go_0006107_8	b2416//
go_0006108_8	b2576//b3142//b0774//b1564//b3012//
go_0006113_5	b3553//b4025//b2929//b2374//b3249//b0722//b0053//b2334//
go_0006115_6	b0237//
go_0006124_6	b0572//
go_0006144_6	b3630//b3438//
go_0006145_7	b0242//
go_0006146_8	b3883//b1466//
go_0006148_9	b2991//
go_0006149_9	b4356//
