#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:44 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/gos_bnum.txt
go_0000018_7	b1564//b0838//b3493//b4355//
go_0000025_7	b2333//
go_0000027_7	b1389//b3720//b2067//b3927//b4340//b2617//b3243//b2519//b1678//b2306//b0694//b2061//b2997//
go_0000028_7	b3608//b3585//b2415//b2622//b4096//b1606//b2128//b1799//b1698//
go_0000032_8	b4314//
go_0000041_8	b3714//
go_0000050_5	b0264//b3513//b2697//b4093//b1876//b0366//b3117//
go_0000053_5	b0534//
go_0000096_5	b2438//
go_0000101_6	b3236//
go_0000103_5	b4222//b4453//
go_0000105_6	b2869//b1786//b3730//b1082//b3546//b4255//b2995//b0762//
go_0000160_5	b1520//b3686//b0436//b3307//b1270//b3688//b0473//b0642//b4243//b2837//b0754//b2993//b3395//b1404//b0365//b3410//b1564//qorA//b3916//b0058//b2755//b1606//insI3//b1854//b1324//b3687//b3414//b2248//b4266//b2998//b1175//b2333//b0611//b4074//b1022//b0770//b2865//b0846//b3307//b1174//b4383//b0974//
go_0000162_7	b1853//b1082//b0175//b1478//b1061//b3310//b2901//b1194//b3375//
go_0000270_7	b0061//b4059//b1783//b3748//b1378//b3667//b4399//b3342//b3437//b0048//b0616//b3726//
go_0000271_6	b3832//b0920//b0212//b3576//b4170//
go_0000302_5	b1199//b0378//
go_0000303_6	b0082//b3212//
go_0000305_5	b3205//
go_0000372_11	b0353//
go_0000413_9	b2024//b1465//b0757//b4219//b4203//b1538//b1882//b4299//
go_0000453_8	b0826//b2474//b1569//b2148//b2889//
go_0000455_9	b1900//b4315//b1320//b1856//b0893//b1487//b3496//
go_0000462_11	b3067//b1204//
go_0000470_10	b1710//
go_0000478_9	b2689//
go_0000716_7	b3885//
go_0000724_8	b1289//
go_0000725_7	b1290//b4093//b0808//b2011//b3636//
go_0000726_7	b3179//
go_0000731_7	b1701//b3070//b0298//b3310//
go_0000737_7	glsB//
go_0000738_7	b4099//b3811//b4664//
go_0000746_4	b3679//
go_0000820_7	b1871//
go_0000902_5	b0400//
go_0000910_4	b3140//b3786//b3393//
go_0000917_6	b2761//b1731//b3451//b2627//b3281//
go_0000918_6	b2818//b3429//b3259//b1987//
go_0000920_3	b4065//b2301//b3912//b3507//b3375//
go_0000921_6	b1539//
go_0000967_10	b1645//b2042//b1584//
go_0001101_4	b1340//b0556//b1505//b1895//rpnC//
go_0001121_7	b3912//b0802//
go_0001123_8	b2704//
go_0001124_8	b2577//
go_0001407_7	b1801//b1069//b3477//b3689//
go_0001510_5	b3121//b0043//b3046//b3409//
go_0001514_8	b0409//
go_0001522_7	b2716//b2494//b1840//b3017//
go_0001558_5	b4025//b2961//
go_0001561_6	b2758//
go_0001676_6	b0023//
go_0001680_11	b1059//
go_0001682_11	b0125//
go_0001731_7	b0129//
go_0001762_6	b1749//
go_0001887_4	b1901//b0591//
go_0001896_5	b3806//b2581//b1715//b3037//
go_0002047_6	b2344//b0862//
go_0002097_8	b0215//
go_0002098_9	b2184//b3543//b2919//b4132//b3390//b3458//b2789//
go_0002099_9	b1054//b3599//
go_0002100_9	b0397//
go_0002101_9	b0129//
go_0002128_7	b0771//b1614//
go_0002131_9	b3927//
go_0002132_9	b0588//
go_0002136_10	b2500//
go_0002143_9	b1763//b1438//b1015//b2753//b4237//b3005//
go_0002181_7	b4003//b0330//
go_0002184_8	b2202//
go_0002188_6	b1918//
go_0002192_8	b0104//
go_0002937_9	b0378//
go_0002938_8	b1258//
go_0002939_7	b0424//
go_0002943_8	b1507//
go_0002949_8	b4029//b1617//b0889//b3494//
go_0003333_7	b0782//b2781//b2414//b3216//b4299//b1473//xisR//b4031//b0954//b0960//b2901//b2328//b3819//b0272//b4602//b2806//b0616//
go_0005975_4	b3927//b1132//b1116//bioD2//b4069//b1552//b4393//b1175//b1492//b2017//b1072//b0212//b3368//b3431//b1337//b1955//b2058//b0798//b1544//b4398//b2725//
go_0005976_5	b3131//
go_0005977_6	b4324//
go_0005978_7	b3060//b1046//b3715//b1774//
go_0005980_7	b0839//b1013//b3082//
go_0005986_7	b1612//
go_0005990_7	b1656//b2278//
go_0005992_7	b2616//b0064//
go_0005993_7	b0071//b3726//b1078//
go_0005995_7	b0805//
go_0005998_7	b0436//
go_0006000_6	b0393//
go_0006001_7	b2405//b0714//
go_0006002_5	b3450//b0990//b3893//
go_0006006_6	b1623//b0103//b2517//b2202//b1639//b0555//b4506//b0590//
go_0006007_7	b3433//b1225//
go_0006011_5	b4245//
go_0006012_6	b0829//b3747//
go_0006013_6	b3210//
