#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:44 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/gos_bnum.txt
go_0000018_7	b0809//b4242//b0173//b3423//
go_0000025_7	b1518//
go_0000027_7	b3699//b2075//b3687//b3190//b1183//b2615//b0131//b3737//b1538//b3569//b0616//b0112//b1384//
go_0000028_7	b1951//qorA//b3875//b1741//b0154//b2494//b3813//b3686//b3465//
go_0000032_8	b2827//
go_0000041_8	b3389//
go_0000050_5	b2109//b4298//b1100//b1326//b1206//b3225//b2975//
go_0000053_5	b1088//
go_0000096_5	b0998//
go_0000101_6	b1327//
go_0000103_5	b1306//b0467//
go_0000105_6	b3745//selU//b1501//b0243//b3331//b1109//b3281//b3028//
go_0000160_5	glsA1//b0653//b1654//b0593//b1413//b4261//b1945//b2714//b3682//b2882//b3264//b3535//b3133//b0911//b2731//b4118//b2551//b4238//b1264//b0077//b2592//b0330//b4269//b0281//b2945//b4086//b0920//b0728//b1956//b3910//b2130//b1856//b2023//b1756//b3927//b0639//b4662//b3594//b3707//b3252//b3955//b2267//
go_0000162_7	b1391//b3728//b0820//b3131//b1101//b2491//b2342//b1189//b1075//
go_0000270_7	b1012//b0420//b3082//b3095//b3363//b3900//b1713//b0144//b1384//b4203//b1348//b2365//
go_0000271_6	b3629//b0155//b2960//b4305//b0446//
go_0000302_5	b3336//b2207//
go_0000303_6	b3941//b0824//
go_0000305_5	b0628//
go_0000372_11	b1313//
go_0000413_9	b0790//b3708//b4141//b0603//b3836//b3023//b0945//b1990//
go_0000453_8	b0070//b3507//b4202//b2418//b2333//
go_0000455_9	b1399//b1476//b0067//b2604//b4510//b4109//b2619//
go_0000462_11	b0530//b1694//
go_0000470_10	b1617//
go_0000478_9	b4239//
go_0000716_7	b2075//
go_0000724_8	b3080//
go_0000725_7	b2794//b1385//b4479//b0766//b0239//
go_0000726_7	b0805//
go_0000731_7	b2096//b2161//b0973//b0171//
go_0000737_7	b1053//
go_0000738_7	b0110//b3986//b3496//
go_0000746_4	b1809//
go_0000820_7	b1260//
go_0000902_5	b0138//
go_0000910_4	b3404//b3599//rpnB//
go_0000917_6	b2382//b3991//b0854//b0687//b3461//
go_0000918_6	b2536//b4096//b3685//b0640//
go_0000920_3	b2609//b3562//b3410//b0738//b0675//
go_0000921_6	b3071//
go_0000967_10	b3391//b2195//b0850//
go_0001101_4	b4377//b2068//b0041//b1220//b0411//
go_0001121_7	b4025//b0722//
go_0001123_8	b0526//
go_0001124_8	b1580//
go_0001407_7	b2600//hprS//b1679//b3576//
go_0001510_5	b2563//b1060//b0333//b1761//
go_0001514_8	b3769//
go_0001522_7	b2211//b2350//b2362//b0853//
go_0001558_5	b3511//b0935//
go_0001561_6	b1849//
go_0001676_6	b3450//
go_0001680_11	b0998//
go_0001682_11	b1038//
go_0001731_7	b1130//
go_0001762_6	b2743//
go_0001887_4	b1927//b0369//
go_0001896_5	b2130//b1270//b0604//b4016//
go_0002047_6	b4351//b4477//
go_0002097_8	b3534//
go_0002098_9	b2541//b2025//b3210//b2339//b3421//b3132//bioD2//
go_0002099_9	b4479//b2156//
go_0002100_9	b3268//
go_0002101_9	b1569//
go_0002128_7	b3481//b0124//
go_0002131_9	b1539//
go_0002132_9	b0131//
go_0002136_10	b1614//
go_0002143_9	b1293//b0383//b2664//b0678//b0634//b3437//
go_0002181_7	b0677//b3183//
go_0002184_8	b2354//
go_0002188_6	b3406//
go_0002192_8	b3829//
go_0002937_9	b3330//
go_0002938_8	b3193//
go_0002939_7	b0920//
go_0002943_8	b3040//
go_0002949_8	b0408//b0410//b1892//b0378//
go_0003333_7	b3196//b3829//b0200//b3433//b1840//b1275//b3498//b0709//b0420//b0696//b4154//b4106//b1235//b1636//b3062//b0973//b1343//
go_0005975_4	b4351//b3800//b2456//b4262//b2256//b2576//b4097//b0688//b1622//b3358//b0611//b0681//b3640//b2786//b3885//b0948//b0232//b4173//b1086//b2436//b4207//
go_0005976_5	b2906//
go_0005977_6	b3546//
go_0005978_7	b2129//b1584//b4664//b4084//
go_0005980_7	b3148//b3572//b4297//
go_0005986_7	b0627//
go_0005990_7	b3165//b1645//
go_0005992_7	b2049//b2545//
go_0005993_7	b4152//b3729//b4361//
go_0005995_7	b0141//
go_0005998_7	b0516//
go_0006000_6	b3121//
go_0006001_7	b2548//b4339//
go_0006002_5	b0570//b3316//b4668//
go_0006006_6	b3748//b3032//b4114//b1247//b3894//b0554//hexR//b4144//
