#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:44 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/gos_bnum.txt
go_0000018_7	b2758//b1465//b0877//b0068//
go_0000025_7	b2822//
go_0000027_7	b1634//b0268//b1113//b0152//b3006//b4662//b0532//b0999//b4129//b1049//b2942//b3247//b2074//
go_0000028_7	b0641//b4479//b2246//b3571//b0777//b3057//b4147//b4149//b2096//
go_0000032_8	b3205//
go_0000041_8	b3880//
go_0000050_5	b0475//b3138//b3806//b3885//b3465//b4550//b1342//
go_0000053_5	b1492//
go_0000096_5	b2777//
go_0000101_6	b0813//
go_0000103_5	b0478//b3422//
go_0000105_6	b3931//b0063//b1299//b4155//b3912//b0400//b2478//b1829//
go_0000160_5	b1918//b3846//b3130//b1535//b4465//b1185//b4168//b2151//b2545//b3271//b1197//rhmR//b2328//b1606//b0959//b3714//b1736//b3908//b0904//b0486//b3778//b0348//b0281//b3963//b3700//b3895//b0063//b3437//b2630//b3138//b2236//b3718//b0534//b3145//b4246//b4339//b4063//b2949//b3882//b3493//b3399//b3500//
go_0000162_7	b4477//b1252//b3511//b0555//b2350//b4306//b0517//b2138//b4254//
go_0000270_7	b0822//b0188//b2064//b1297//b3754//b1126//b1856//b2567//b2791//b2385//b0742//b2094//
go_0000271_6	b2032//b3287//b1203//b3170//b2686//
go_0000302_5	b2361//b4252//
go_0000303_6	b2307//b0779//
go_0000305_5	b3140//
go_0000372_11	b1084//
go_0000413_9	b3450//b1079//b4039//b0732//b0532//b4379//b0514//b4298//
go_0000453_8	b0331//b3690//b3520//b1328//b2144//
go_0000455_9	b3413//b2759//b2734//b4026//arcC//b2058//b3866//
go_0000462_11	b3727//b3017//
go_0000470_10	b2067//
go_0000478_9	b0052//
go_0000716_7	b0697//
go_0000724_8	b2267//
go_0000725_7	b1103//b4484//b1054//b0099//b4201//
go_0000726_7	b3657//
go_0000731_7	b0323//b2960//b1100//b2634//
go_0000737_7	b3308//
go_0000738_7	b0572//b2808//b3060//
go_0000746_4	b0973//
go_0000820_7	b3303//
go_0000902_5	glsB//
go_0000910_4	b4299//b3291//b1013//
go_0000917_6	b3939//b2557//b3615//b3391//b2143//
go_0000918_6	b3888//srkA//b0365//yjgX//
go_0000920_3	b0861//b1232//b4349//b3303//b2961//
go_0000921_6	b0528//
go_0000967_10	b3518//b0069//b2306//
go_0001101_4	b0943//b3544//b1127//b0681//b4586//
go_0001121_7	b0479//b4381//
go_0001123_8	b2096//
go_0001124_8	b1257//
go_0001407_7	b3577//b3231//b3881//b0213//
go_0001510_5	b0112//b1787//b1409//b3662//
go_0001514_8	msrQ//
go_0001522_7	b1024//b1905//b3298//b0038//
go_0001558_5	b2480//b1082//
go_0001561_6	b4465//
go_0001676_6	b3330//
go_0001680_11	b2093//
go_0001682_11	b2451//
go_0001731_7	b2362//
go_0001762_6	b3148//
go_0001887_4	b0889//b3515//
go_0001896_5	b0619//b2004//b4123//b3867//
go_0002047_6	b2520//b1599//
go_0002097_8	b1200//
go_0002098_9	b0299//b3666//b1501//b3064//b1445//b2301//b0414//
go_0002099_9	b3857//b1477//
go_0002100_9	b1394//
go_0002101_9	b1468//
go_0002128_7	b1761//b3651//
go_0002131_9	b1913//
go_0002132_9	b1874//
go_0002136_10	b1642//
go_0002143_9	b0074//b3625//b1062//b3659//b4151//b1978//
go_0002181_7	b3391//b3021//
go_0002184_8	b0796//
go_0002188_6	b3497//
go_0002192_8	b0811//
go_0002937_9	b4137//
go_0002938_8	b0557//
