#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:44 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/gos_bnum.txt
go_0000018_7	b3574//b1324//b2500//b0895//
go_0000025_7	b3816//
go_0000027_7	b3539//b1769//b3201//b3811//b4268//b4173//b0847//b0911//b0426//b2268//b0355//b4213//hxpB//
go_0000028_7	b0369//b3906//b0886//b3664//b2896//b2211//b3624//b3592//b0591//
go_0000032_8	b0003//
go_0000041_8	b3943//
go_0000050_5	b3139//b0550//b3513//b2965//b2792//b0662//b3390//
go_0000053_5	b3524//
go_0000096_5	b2745//
go_0000101_6	b0429//
go_0000103_5	b1489//b3126//
go_0000105_6	b1487//b4201//b0532//b0740//b3081//b1649//b0795//b0102//
go_0000160_5	b0261//b1424//b2843//b3305//yeeL//b2175//b2574//b0632//b2114//b0356//b0995//b3844//b3247//b3502//b2057//b0180//b1002//b4087//b2159//b3834//b2242//b0329//b0131//b3162//b3041//b0754//b0006//b4224//b4316//b2615//b3326//b3349//b1370//b2516//b2687//b1544//b2436//b3945//b2803//b2354//b4238//b4097//
go_0000162_7	b2428//b2128//b3743//b1104//b0436//b1277//b0167//b0507//b4118//
go_0000270_7	b2132//b0074//b2620//b2245//b1709//b2130//b2818//b2011//b0440//b3819//b1123//b3230//
go_0000271_6	b1438//b3539//b2287//b1905//b1872//
go_0000302_5	bioD2//b1098//
go_0000303_6	b3024//b3349//
go_0000305_5	b3500//
go_0000372_11	b1634//
go_0000413_9	b3140//b4314//b1841//b3460//b4065//b2837//b1763//b2557//
go_0000453_8	b1800//b2515//b0570//b3844//b3199//
go_0000455_9	b0697//b0586//b3825//b2829//b2676//b3063//b4004//
go_0000462_11	b1012//b0254//
go_0000470_10	b0461//
go_0000478_9	b0048//
go_0000716_7	b3060//
go_0000724_8	b3197//
go_0000725_7	b1271//b0635//b1021//b0242//b3883//
go_0000726_7	b3547//
go_0000731_7	b1271//b3843//b0993//b0337//
go_0000737_7	b4080//
go_0000738_7	b3305//b2943//b1206//
go_0000746_4	b0154//
go_0000820_7	b0096//
go_0000902_5	b2156//
go_0000910_4	b3023//b2498//b0841//
go_0000917_6	b2014//b0463//b4179//b3366//b3961//
go_0000918_6	b3201//b1959//b3752//b2340//
go_0000920_3	b0345//b1707//b2257//b1925//b2380//
go_0000921_6	b2156//
go_0000967_10	b1512//b3889//b0591//
go_0001101_4	hprR//b3742//b1913//b2407//b1945//
go_0001121_7	b3591//b4114//
go_0001123_8	b1748//
go_0001124_8	b0179//
go_0001407_7	b4094//b0331//b2755//b0695//
go_0001510_5	b2630//b1842//b2755//b3353//
go_0001514_8	b4116//
go_0001522_7	b1749//b2565//b4554//b2342//
go_0001558_5	b0644//b1100//
go_0001561_6	b1623//
go_0001676_6	b3433//
go_0001680_11	b1516//
go_0001682_11	b4016//
go_0001731_7	b1182//
go_0001762_6	b4019//
go_0001887_4	b3577//b1319//
go_0001896_5	b3872//b0810//b2822//b0436//
go_0002047_6	b3687//b3105//
go_0002097_8	b2564//
go_0002098_9	b0198//b0802//b2312//b1832//b0303//b0073//b1293//
go_0002099_9	b1398//b2786//
go_0002100_9	b0896//
go_0002101_9	b0847//
go_0002128_7	b2527//b2927//
go_0002131_9	b3919//
go_0002132_9	b3292//
go_0002136_10	b1953//
go_0002143_9	b3105//b3541//b2739//b4239//b1279//b2793//
go_0002181_7	b3385//b4099//
go_0002184_8	b4052//
go_0002188_6	b4386//
go_0002192_8	b0003//
go_0002937_9	b3209//
go_0002938_8	b0032//
go_0002939_7	b3786//
go_0002943_8	b0751//
go_0002949_8	b0738//b2705//b2232//b3704//
go_0003333_7	b2340//b0051//b3330//b2110//b3203//b0518//b1296//b2386//b3571//b1023//b0222//b1800//b3686//b1920//b3919//b2813//b4353//
go_0005975_4	b0722//b3769//b0828//b0797//b0398//b1649//b0798//b3035//b0069//b3430//b3366//b3399//b2478//b3110//b3783//b0915//b0030//b3800//b1597//b1945//b0325//
go_0005976_5	b2912//
go_0005977_6	b0853//
go_0005978_7	b1475//b0475//b0180//b1696//
go_0005980_7	b2067//b1326//b3141//
go_0005986_7	b2540//
go_0005990_7	b2781//b1249//
go_0005992_7	b2370//b0102//
go_0005993_7	b1347//b0059//b3819//
go_0005995_7	b1729//
go_0005998_7	b0602//
go_0006000_6	b1349//
go_0006001_7	b0026//b2926//
go_0006002_5	b3747//b2268//b0958//
go_0006006_6	b4139//b3392//b2785//b0334//b2675//ftp//b3132//qorA//
go_0006007_7	b3320//b0220//
go_0006011_5	b1252//
go_0006012_6	b2532//b3511//
go_0006013_6	b3912//
go_0006014_6	b1011//
go_0006015_7	b4000//b2584//
go_0006020_5	b3609//
go_0006044_7	b1853//
go_0006046_8	b2640//b3083//b0557//b3888//
go_0006047_5	b1576//b1257//
go_0006048_6	b0844//b1539//b0959//b4665//b2975//b3451//
go_0006053_8	b2146//
go_0006062_8	b1114//
go_0006071_6	b0947//b2829//b0333//
go_0006072_6	b0226//
go_0006082_4	b3754//b3765//
go_0006083_6	b1392//b3237//b0078//
go_0006086_8	b4662//
go_0006090_8	b2761//b3594//b1812//b0734//
go_0006094_7	b0027//b2217//b2558//b1266//b2008//b0733//b1048//b2686//b1293//b2827//
go_0006096_6	b1718//b2428//b1864//b0497//b3351//b0062//b1833//b4668//b3903//b0101//b3394//b1126//b2751//b2946//b1204//b1082//b0047//b0341//
go_0006097_5	b2379//b0191//b3225//b0347//b3052//
go_0006098_6	b0730//b2870//b1564//rhmR//b4117//
go_0006099_4	b1740//b0893//b1015//b0080//b1702//b3252//b0767//b1580//b1497//b3933//b2611//b2901//b0368//b3688//b3288//b3023//b2114//
go_0006103_5	b0854//
go_0006104_6	b3392//b3605//b2827//
go_0006105_5	b1344//b0024//b4372//b3943//b1176//
go_0006106_8	b3823//
go_0006107_8	b1415//
go_0006108_8	b0451//b1399//b3465//b2777//b2369//
go_0006113_5	b2761//b1783//b4586//b1094//b0912//b0995//b1274//b0404//
go_0006115_6	b0784//
go_0006124_6	b1764//
go_0006144_6	b0685//b3782//
go_0006145_7	b3225//
go_0006146_8	b3240//b1711//
go_0006148_9	b0915//
go_0006149_9	b2509//
go_0006150_9	b0876//
go_0006152_7	b1515//b1182//b2662//b1074//b1427//
go_0006154_6	b1116//
go_0006161_9	b3299//
go_0006163_6	b0934//
go_0006164_7	b4510//b2421//b0184//b2798//
go_0006166_6	b0602//
go_0006168_7	b0111//b4479//
go_0006171_9	b3249//
go_0006172_9	b2168//
go_0006177_9	b3212//
go_0006178_7	b0268//
go_0006183_9	b3901//
go_0006189_10	b2729//b0921//
go_0006203_8	b4372//b2924//
go_0006206_6	b1042//b3156//b4227//b3786//
go_0006207_8	b0071//b1876//b1646//b0792//b2479//
go_0006208_7	b0785//b3096//b2159//b0709//b3813//b1576//b1736//b1850//
go_0006209_6	b0863//
go_0006210_8	b2370//
go_0006212_6	b4415//b0070//b0418//b0867//b3693//b1275//b1444//b4468//msrQ//b2310//b2604//
go_0006217_9	b2923//
go_0006218_9	b1265//
go_0006220_6	b2308//
go_0006221_7	b3115//b4173//b1513//b1994//
go_0006222_9	b0594//
go_0006225_9	b0737//
go_0006226_9	b3572//b0802//
go_0006227_9	b0681//
go_0006231_9	b3074//
go_0006233_9	b3359//
go_0006235_9	b3190//
go_0006241_9	b2802//
go_0006259_5	b4118//b1944//b1352//b3730//b2844//b2065//b2997//
go_0006260_6	b1438//b4063//b1469//b3892//rhmR//b2524//b2724//b4029//b4484//b0152//b2717//b1191//b2438//
go_0006261_7	b1135//arcC//b3771//b2315//b3574//b4128//b3316//b4477//b3128//b1769//
go_0006265_6	b0709//b0461//b3514//b3517//b0957//
go_0006266_6	b2877//b2831//b4477//
go_0006267_5	b0932//
go_0006268_9	b3128//b1530//b3680//
go_0006269_6	b3522//
go_0006270_6	b0339//b4311//b3359//b2017//b4309//
go_0006271_7	b2727//b1610//b0676//
go_0006274_6	b3572//
go_0006275_7	b3516//
go_0006276_3	b0608//b2739//b1307//b2248//b1463//b2699//
go_0006281_6	b3604//b2901//b0304//b2308//b0616//b1294//b0061//b3311//b2781//b2624//b4220//b2912//b3639//b3450//b4166//b0066//b1303//b0330//b4084//b2704//b2620//b1235//glsA//b4118//b0109//
go_0006283_8	b1271//
go_0006284_7	b3243//b4316//b4025//b0708//b4380//b3522//
go_0006285_6	b3651//b1174//b4279//b3590//
go_0006288_8	b2350//hprR//
go_0006289_7	b3116//
go_0006298_7	b3849//b1006//b0103//b2594//b3997//b4050//b2679//b4317//b3650//b3019//
go_0006301_7	b0598//
go_0006302_7	b4063//b0949//b0732//b3566//b4705//b3906//b2592//b1434//b1753//
go_0006307_8	b0131//b4146//b2052//b1712//b4195//
go_0006308_6	b3690//b2715//b4033//b2896//b3224//b0827//b3062//b1178//b2387//b0546//b0131//
go_0006310_6	b1922//b0422//b3421//b2182//b3180//b0792//b0009//b3518//b0284//b4354//b0993//b0112//b3910//b3857//b3262//b1801//b0826//b0881//b3023//b1380//b3806//b0831//b3258//b0124//b2416//b3525//b1838//
go_0006313_4	b1160//qorA//b3942//b1324//b4255//b1124//b2787//
go_0006351_6	b1866//b1302//b3875//b1823//b4043//b4075//b0633//b1410//b2282//b0460//b3778//b2014//b0641//b3127//b0180//b0208//b1857//b2476//hiuH//b3465//b0401//b2706//b3940//b2231//b1521//b2573//b0363//b0685//b3331//b4174//b1338//b2889//b0340//b0445//b1093//b4148//b0817//b0015//b0893//b4373//b2354//b4077//b3290//b2821//b3993//b3572//b2069//b2291//b0411//b1100//b1658//b1718//b2427//b0350//b0970//b0574//b2674//b3414//b1688//b1174//b1851//b1112//b0064//b3447//b1563//b0530//b1387//b4474//b1694//b3836//b4637//b2961//b1918//b0475//b1385//b1859//b1776//b0046//b0599//b2125//b3736//b1554//b3261//b0195//b1410//b0686//b1663//b3687//b3093//b2891//b4042//b0605//b0839//b4119//b0763//b2203//b3546//b4202//b3018//b1902//b4146//b1220//b3884//b3361//b2686//b0300//b2923//b3785//b1201//b2431//b0835//b2934//b2076//b2890//b0448//b2686//b1111//b1111//b3255//
go_0006352_7	b4046//b2474//b4337//
go_0006353_7	b0890//b0934//
go_0006354_7	b0870//b1104//
go_0006355_7	b0932//b0674//b4365//b2541//b2278//b3984//b0262//b3621//b1059//b1286//b0334//b3168//b4301//b3722//b4520//b3510//b3155//b0724//b1622//b2175//b3558//b4565//b0459//b3460//b1881//b2207//b3223//b4035//b2491//b4467//b2125//b0641//b1713//b4118//b4092//b1126//b4078//b0318//b0381//b3883//b4557//b0448//b1927//b2781//b1118//b3958//b1576//b3594//b1127//b3252//b2437//b2557//b4179//b3770//b1826//b1409//b1212//b4326//b3006//b0264//b3727//b3384//b0133//b1444//b2930//b3205//b2126//b2198//b3558//b3554//b2077//b3305//b3229//b4372//b0571//b0728//b0915//b0441//b3511//b3404//qorA//b1058//b3399//b1745//b3897//b0014//b3877//b0927//b3581//b1895//b0583//b0314//b0339//b3872//b2334//b2155//b1116//b0590//b3194//b2557//b4374//b1303//b1270//b3676//b3910//b4076//b2334//b1824//b4483//b0325//b4111//b1004//b2209//b1694//b4142//b3006//b2021//
go_0006357_8	b3421//
go_0006364_9	b0066//b4280//b2542//b2025//b3438//
go_0006378_8	b2991//b2198//
go_0006396_7	b0083//b3736//b0875//bioD1//b3782//
go_0006397_8	b2922//b3902//
go_0006399_8	b4483//b0156//
go_0006400_7	b0129//b4559//b1781//b2023//b0152//
