#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:44 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/gos_bnum.txt
go_0000018_7	b2092//b3144//b2311//b1584//
go_0000025_7	b3811//
go_0000027_7	b1088//b0466//b2818//b4189//b3068//b2126//b2921//b3105//b3691//b4520//b3137//b1243//b2567//
go_0000028_7	b1824//b1101//b4318//b3105//b2992//b0566//b2169//b4222//b1389//
go_0000032_8	b1511//
go_0000041_8	b0728//
go_0000050_5	b1300//b3498//b0185//b2812//b4268//b0929//b2704//
go_0000053_5	b1117//
go_0000096_5	b4302//
go_0000101_6	b0757//
go_0000103_5	b1521//b0982//
go_0000105_6	b4297//b0601//b1636//b3769//b0239//b0185//b0004//b1350//
go_0000160_5	b1050//b3730//b3296//b4112//b3326//b3574//b0618//b0789//b4544//b1695//b2206//b3061//b1959//b2910//b3190//b1917//b1896//b1642//b3794//b4146//b1639//b0890//b1876//b2350//b0699//b3832//b1767//b3990//b2209//b3050//b1298//b1139//b1874//b3905//b1185//b1473//b3499//b1733//b4080//b0988//b0975//b4003//
go_0000162_7	b3825//b0478//b0010//b2774//b3143//b4340//b0783//b4467//b1265//
go_0000270_7	b1306//b1280//b3911//b4524//b0810//b2563//b3486//b3775//b2048//b0367//b3831//b1269//
go_0000271_6	b3319//b3431//b0517//b3292//b3289//
go_0000302_5	b4171//b1333//
go_0000303_6	b2996//b3604//
go_0000305_5	b1427//
go_0000372_11	b4113//
go_0000413_9	b4312//b1440//b0133//b2021//b1091//b0347//b3375//b0876//
go_0000453_8	b1823//b0718//b3310//b1518//b1023//
go_0000455_9	b4097//b4554//b2659//b1435//b2729//b0920//b2149//
go_0000462_11	b1218//b1520//
go_0000470_10	b1857//
go_0000478_9	b1766//
go_0000716_7	b3559//
go_0000724_8	b0432//
go_0000725_7	b4161//b4511//b4124//b3657//b4155//
go_0000726_7	b3743//
go_0000731_7	b3781//b0138//b3500//b3931//
go_0000737_7	b1927//
go_0000738_7	b1163//b4078//b2436//
go_0000746_4	b0467//
go_0000820_7	b4054//
go_0000902_5	b2709//
go_0000910_4	b2503//mltG//b0168//
go_0000917_6	b0972//b3953//b1468//b1677//b4040//
go_0000918_6	b2871//b1089//b0461//b3342//
go_0000920_3	b2889//b3518//b3834//b3701//b2728//
go_0000921_6	b0318//
go_0000967_10	b3336//b1533//b3075//
go_0001101_4	b4554//b2494//b4197//b3619//b0653//
go_0001121_7	b3026//b1197//
go_0001123_8	b0196//
go_0001124_8	b2865//
go_0001407_7	b1612//b0925//b2216//b2696//
go_0001510_5	b3544//b0156//b2389//b3667//
go_0001514_8	b4032//
go_0001522_7	b3690//b3882//b1838//b0616//
go_0001558_5	b0422//b3673//
go_0001561_6	b0091//
go_0001676_6	rpnC//
go_0001680_11	b0737//
go_0001682_11	b3423//
go_0001731_7	b0509//
go_0001762_6	b2370//
go_0001887_4	b3980//b1389//
