#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:44 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/gos_bnum.txt
go_0000018_7	b0054//b1508//b3770//b0949//
go_0000025_7	b1749//
go_0000027_7	b0565//b2819//b1188//b3018//b0842//b0838//b2687//b4172//b1123//b3288//b1531//b1280//b3469//
go_0000028_7	b3113//b1864//b0369//b2667//b1122//b0988//b3496//b3271//b0483//
go_0000032_8	b0803//
go_0000041_8	b2023//
go_0000050_5	b2381//b4662//b3880//b4520//b2185//b0240//b1091//
go_0000053_5	b0386//
go_0000096_5	b2318//
go_0000101_6	b3983//
go_0000103_5	b1970//b0594//
go_0000105_6	b4130//b1096//b0026//b2058//b2798//b2991//b1185//b3540//
go_0000160_5	b2315//b1326//b4365//b0061//b3516//b0699//b4311//b2905//b4255//b0572//b3627//b1695//b1174//b0830//b3928//b0590//b0212//b1010//b1900//b0675//b0877//b1398//b2366//b2947//b4485//b2867//b1241//b2180//b3831//b4062//b1109//b4481//b2058//b1429//b2836//b3364//b0601//b0152//b0423//b1682//b3423//b2086//
go_0000162_7	b2174//b2268//b3790//b0578//b1887//b3579//b0595//b3563//b0176//
go_0000270_7	b4086//b0601//b0776//b0659//b0444//b3416//b1733//b1012//b2929//b0069//b3264//b1089//
go_0000271_6	b2929//b0262//b1521//b3068//b0007//
go_0000302_5	b2008//b3902//
go_0000303_6	b1236//b2553//
go_0000305_5	b2552//
go_0000372_11	b2920//
go_0000413_9	b3249//b0807//b0368//b3748//b0757//b0264//b3771//b2092//
go_0000453_8	b4544//b3547//b0524//b1035//b2787//
go_0000455_9	b4513//b0448//b3012//b3046//b2374//b0841//b1225//
go_0000462_11	b3206//b3778//
go_0000470_10	b4084//
go_0000478_9	b1008//
go_0000716_7	b0232//
go_0000724_8	b4118//
go_0000725_7	b2216//b0882//b2278//b3765//b1125//
go_0000726_7	b1191//
go_0000731_7	b1352//b2436//b0887//b3172//
go_0000737_7	b0528//
go_0000738_7	b2193//b2780//b3850//
go_0000746_4	b1362//
go_0000820_7	b0062//
go_0000902_5	b2199//
go_0000910_4	b0709//b3542//b3421//
go_0000917_6	b3457//b0113//b1084//b2379//b1201//
go_0000918_6	b1748//b2521//b1492//b4213//
go_0000920_3	b1833//b0741//b2168//b3594//b0620//
go_0000921_6	b4357//
go_0000967_10	b3639//b3113//b0428//
go_0001101_4	b1314//b3877//b3985//b3728//b2327//
go_0001121_7	b3296//b2047//
go_0001123_8	b1858//
go_0001124_8	b3600//
go_0001407_7	b2456//b3909//b4313//b0752//
go_0001510_5	b1885//b2784//b2780//b2492//
go_0001514_8	b1089//
go_0001522_7	b2386//b1815//b4065//b2246//
go_0001558_5	qorA//b1370//
go_0001561_6	b0436//
go_0001676_6	b0958//
go_0001680_11	b1048//
go_0001682_11	b1340//
go_0001731_7	b2130//
go_0001762_6	b0405//
go_0001887_4	b2761//b2414//
go_0001896_5	b3735//b3343//b1579//b0463//
go_0002047_6	b0829//b0046//
go_0002097_8	b0727//
go_0002098_9	b1575//b2603//b0382//b3125//b1243//b4428//b1034//
go_0002099_9	b0377//b2135//
go_0002100_9	b2324//
go_0002101_9	b4035//
go_0002128_7	b2997//b0802//
go_0002131_9	b4053//
go_0002132_9	b1370//
go_0002136_10	b3177//
go_0002143_9	b0557//b2155//b2149//b0180//b0969//b4053//
go_0002181_7	b1282//b2575//
go_0002184_8	b2620//
go_0002188_6	b2521//
go_0002192_8	b0641//
go_0002937_9	b1082//
go_0002938_8	b3464//
go_0002939_7	b0941//
go_0002943_8	b3133//
go_0002949_8	b1850//b3630//b3712//b3754//
go_0003333_7	b0367//b0124//b4480//b2008//b2665//b3648//b2663//b0284//b3981//b3525//b0025//b0627//b3952//b2242//b0813//b1864//b0946//
go_0005975_4	b3228//b3180//b1507//b2786//b2151//b4554//b2121//b3933//b0445//b1696//b3169//b1207//b2581//b3996//b0143//b0954//b0003//b2370//b4227//b2987//b2287//
go_0005976_5	b2516//
go_0005977_6	b1817//
go_0005978_7	b3634//b0583//b4123//b1018//
go_0005980_7	b1130//b0974//b0397//
go_0005986_7	b4026//
go_0005990_7	b1435//b3116//
go_0005992_7	b0118//b1475//
go_0005993_7	b4382//b0752//b1298//
go_0005995_7	b2682//
go_0005998_7	b1944//
go_0006000_6	b3464//
go_0006001_7	b0688//b2910//
go_0006002_5	b1835//b4084//b3664//
go_0006006_6	b2451//b3258//b0061//b0180//b3566//b0632//b0635//b3247//
go_0006007_7	b3673//b0272//
go_0006011_5	b2021//
go_0006012_6	b4122//b4227//
go_0006013_6	b0576//
go_0006014_6	b0593//
go_0006015_7	b0183//b1262//
go_0006020_5	b1432//
go_0006044_7	b1380//
go_0006046_8	b0405//b0790//b2869//b0829//
go_0006047_5	b4077//b0131//
go_0006048_6	b2762//b0264//b3985//b4602//b3693//b0642//
go_0006053_8	b3700//
go_0006062_8	b1342//
go_0006071_6	b1634//b3634//b0535//
go_0006072_6	rpnD//
go_0006082_4	b0946//b0954//
go_0006083_6	b0133//b0996//b3396//
go_0006086_8	b0027//
go_0006090_8	b0507//b2712//b3928//b3528//
go_0006094_7	b1104//b0835//b3424//b2316//b2441//b0553//b0070//b2661//b1007//glsA//
go_0006096_6	b3686//b3503//b4031//b0464//hxpA//b3953//b2140//b2530//b3026//b3360//b2946//b3772//b2780//b0081//b4112//b4477//b2409//b1897//
go_0006097_5	b1955//b1832//b3876//b0809//b0594//
go_0006098_6	b1012//b3625//b3187//b2712//b0076//
go_0006099_4	b3216//b3232//b3871//b1050//b2806//b4169//b3330//b4073//b1245//b3599//b1334//b0366//b1162//b3307//b0232//b0007//b2358//
go_0006103_5	b3415//
go_0006104_6	b0846//b2435//b1922//
go_0006105_5	b1430//b0861//b2539//b1387//b3092//
go_0006106_8	b2296//
go_0006107_8	b1014//
go_0006108_8	b0721//rpnB//b3224//b1078//b0815//
go_0006113_5	b2378//b3718//b2079//b0871//b0981//b4015//b4124//b1645//
go_0006115_6	b3680//
go_0006124_6	b1175//
go_0006144_6	b0621//b2492//
go_0006145_7	b0022//
go_0006146_8	b3118//b1010//
go_0006148_9	b1290//
go_0006149_9	b2564//
go_0006150_9	b3462//
go_0006152_7	b0473//b1293//b0208//b3753//b2218//
go_0006154_6	b0276//
go_0006161_9	b4380//
go_0006163_6	b3559//
go_0006164_7	b0676//b2479//b3308//b3522//
go_0006166_6	b2416//
go_0006168_7	b3139//b4090//
go_0006171_9	b0180//
go_0006172_9	b0902//
go_0006177_9	b2314//
go_0006178_7	b2960//
go_0006183_9	b0596//
go_0006189_10	b4177//b2082//
go_0006203_8	b3304//b0460//
go_0006206_6	b0173//b4118//b0947//b0243//
