#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:44 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/gos_bnum.txt
go_0000018_7	b3464//b2199//b1319//b3897//
go_0000025_7	b3400//
go_0000027_7	b3980//b0778//b1473//b3516//b3636//b4159//b4079//b0860//b3351//b2153//b0929//b2500//b0063//
go_0000028_7	b3009//b3866//b0988//b3012//b3811//b4019//b2476//b2017//b3450//
go_0000032_8	b0185//
go_0000041_8	b0131//
go_0000050_5	b2168//b3751//msrQ//b1497//b4384//b2430//b1034//
go_0000053_5	b4666//
go_0000096_5	b2696//
go_0000101_6	b3636//
go_0000103_5	b1306//b2684//
go_0000105_6	b1653//b4129//b3703//b1466//b1914//b1530//yjgX//b2479//
go_0000160_5	b3305//b4586//b1296//b1072//b1103//b3196//b2745//b4299//b3438//b0207//b0029//b1625//b3668//b1021//ftp//b1424//b0086//b0778//b0873//b1719//b1651//b1314//b1704//b1385//b3782//b3749//b3176//b1227//b4050//b4208//b3244//b4240//b4618//b2565//b3515//b2215//b0798//b3182//b1393//b1696//b4485//b0687//
go_0000162_7	b2787//b2201//b1621//b0941//b4193//b3833//b1252//b3210//b3396//
go_0000270_7	b1128//b3512//b2630//b3902//b1734//b3949//gapC//b2373//b0650//b1838//b2525//b1711//
go_0000271_6	b1832//b3474//b0447//b1492//b3026//
go_0000302_5	b0613//b2963//
go_0000303_6	b3281//b1489//
go_0000305_5	b4362//
go_0000372_11	b2788//
go_0000413_9	b3925//b0597//b3714//b3430//b1194//b0614//b3965//b4347//
go_0000453_8	b3949//b1636//b0641//b2295//b0090//
go_0000455_9	b3394//b2065//b4384//b3409//b3282//b0388//b0441//
go_0000462_11	b0171//b2202//
go_0000470_10	b3860//
go_0000478_9	b0479//
go_0000716_7	b0080//
go_0000724_8	b1588//
go_0000725_7	b2888//b4618//b1272//b1133//b0506//
go_0000726_7	b3826//
go_0000731_7	b2209//b1238//b3028//b1976//
go_0000737_7	b3682//
go_0000738_7	b4089//b1944//b2113//
go_0000746_4	b3713//
go_0000820_7	b3630//
go_0000902_5	b1710//
go_0000910_4	b1314//b3269//b0912//
go_0000917_6	b2551//b2413//b2883//b4029//b3653//
go_0000918_6	b3521//b2067//b0099//b2997//
go_0000920_3	b2735//b3836//b2441//b4178//b0963//
go_0000921_6	b4231//
go_0000967_10	b2133//b2327//b4316//
go_0001101_4	b2561//b3481//b3125//b2529//b4637//
go_0001121_7	mtnN//b4399//
go_0001123_8	b3238//
go_0001124_8	b3724//
go_0001407_7	b0783//b0551//b4227//b1790//
go_0001510_5	b4174//b3928//b0943//b1830//
go_0001514_8	b3986//
go_0001522_7	b3924//b1741//b0642//b0930//
go_0001558_5	b2409//b3918//
go_0001561_6	b2949//
go_0001676_6	b1991//
go_0001680_11	b0642//
go_0001682_11	b3025//
go_0001731_7	b0974//
go_0001762_6	b2746//
go_0001887_4	b1350//b1809//
go_0001896_5	b0573//b1610//b4035//b1257//
go_0002047_6	b1956//b1386//
go_0002097_8	b1951//
go_0002098_9	b0949//b3883//b3734//b0051//b1145//b0607//b2558//
go_0002099_9	b1925//b0312//
go_0002100_9	b1696//
go_0002101_9	b3330//
go_0002128_7	b1301//b0604//
go_0002131_9	b3687//
go_0002132_9	b4174//
go_0002136_10	b3933//
go_0002143_9	b2831//b3973//b1646//b0188//b1786//b2062//
go_0002181_7	b3517//bioD2//
go_0002184_8	b1216//
go_0002188_6	b3962//
go_0002192_8	b2277//
go_0002937_9	b3932//
go_0002938_8	b3259//
go_0002939_7	b3657//
go_0002943_8	b4265//
go_0002949_8	b0526//b2347//b0176//b1731//
go_0003333_7	b2076//b4240//b3892//b3073//b0262//b0357//b0854//b0429//b2882//b3294//b0870//b2213//b0313//b2245//b0139//b3809//b3178//
go_0005975_4	b3431//b3909//b3222//b0576//b0835//b2330//b1739//b0614//b1252//b3891//b0996//b1089//b4043//b1235//b3994//b1919//b4180//b3244//b3511//b3264//b1185//
go_0005976_5	b0243//
go_0005977_6	b2296//
go_0005978_7	b4242//b0400//b1882//b0819//
go_0005980_7	b3624//b4428//b1011//
go_0005986_7	b2318//
go_0005990_7	b2808//b3892//
go_0005992_7	b3564//b3198//
go_0005993_7	b0339//b1008//b3708//
go_0005995_7	b4289//
go_0005998_7	b0507//
go_0006000_6	b0805//
go_0006001_7	b3624//b3732//
go_0006002_5	b0767//b2276//b1858//
go_0006006_6	b0859//b3117//b3985//rpnA//b0337//b3744//b1530//b3300//
go_0006007_7	b0775//b2541//
go_0006011_5	b2373//
go_0006012_6	b2168//b3072//
go_0006013_6	b1489//
go_0006014_6	b0419//
go_0006015_7	b0090//b0555//
go_0006020_5	b3961//
go_0006044_7	b3662//
go_0006046_8	b1990//b0959//b3894//b2821//
go_0006047_5	b3624//b1046//
go_0006048_6	b1243//b1636//b3053//b4467//b0182//b2675//
go_0006053_8	b1994//
go_0006062_8	b2528//
go_0006071_6	b2553//b1236//b0529//
go_0006072_6	b3517//
go_0006082_4	b3752//b1639//
go_0006083_6	b2478//b0369//b3576//
go_0006086_8	b3785//
go_0006090_8	b3224//b2735//insI4//b3359//
go_0006094_7	b3915//b3699//b2385//b1037//b2530//b1678//b3206//b1189//b0441//b2689//
go_0006096_6	b3684//b0081//b2933//b3559//b3753//b1215//b3707//b4034//glsA2//b0462//b3844//b1646//b4194//b3551//b3600//b4366//b0594//b4161//
go_0006097_5	b1385//b3650//yeeL//b0490//b3221//
go_0006098_6	b0109//b1314//b0879//b2580//b1407//
go_0006099_4	b2379//b1117//b0592//b3412//b2477//b1084//b0963//b3574//b3522//b3916//b1015//b0003//b0619//b3984//b0398//b0993//b2841//
go_0006103_5	b0767//
go_0006104_6	b0113//b3213//b3835//
go_0006105_5	b3925//b0472//b4123//b0577//b2906//
go_0006106_8	b1384//
go_0006107_8	b3713//
go_0006108_8	b0794//b3296//b2711//b3785//b1883//
go_0006113_5	b3452//b4072//b3173//b0591//b2311//b4203//b1024//b0634//
go_0006115_6	b1187//
go_0006124_6	b3360//
go_0006144_6	b0438//b0116//
go_0006145_7	b4035//
go_0006146_8	b3386//b4355//
go_0006148_9	b4166//
go_0006149_9	b3572//
go_0006150_9	b2129//
go_0006152_7	b2255//b0064//b3256//b0091//b3517//
go_0006154_6	b0042//
go_0006161_9	b0962//
go_0006163_6	b0276//
go_0006164_7	b0564//b4221//b3048//b1590//
go_0006166_6	b2019//
go_0006168_7	b4474//b0451//
go_0006171_9	b1818//
go_0006172_9	b1008//
go_0006177_9	b1450//
go_0006178_7	b4171//
go_0006183_9	b3396//
go_0006189_10	b4340//b0444//
go_0006203_8	b2349//b0804//
go_0006206_6	b1678//b1772//b3344//b1563//
go_0006207_8	b3568//b0436//b4312//b0144//b0144//
go_0006208_7	b4361//b4298//b3457//b3149//b1569//b0027//b1091//b3691//
go_0006209_6	b2301//
go_0006210_8	b2942//
go_0006212_6	gapC//b3872//b3226//b3282//b0460//b4260//b2136//b1833//b2765//b0140//b2514//
go_0006217_9	b3809//
go_0006218_9	b1035//
go_0006220_6	b2925//
go_0006221_7	b0954//b3680//b2292//b0460//
go_0006222_9	b0032//
go_0006225_9	b0945//
go_0006226_9	b0123//b1831//
go_0006227_9	b3474//
go_0006231_9	b0175//
go_0006233_9	b0798//
go_0006235_9	b2126//
go_0006241_9	b3142//
go_0006259_5	b1944//b1220//b0092//b1831//b3407//b0573//b2525//
go_0006260_6	b0233//b3965//b1441//b0934//b3876//b0556//b1740//b1895//b1130//b0590//b1296//b0896//insI1//
go_0006261_7	b0521//b3291//b4077//b0232//b3221//b4058//b2265//b0836//b2091//b4175//
go_0006265_6	b4092//b1780//b1824//b0823//b2542//
go_0006266_6	b3071//b0035//b3749//
go_0006267_5	b1652//
go_0006268_9	b2175//qorA//b0799//
go_0006269_6	b0574//
go_0006270_6	b3529//b1232//b1105//b2580//b1270//
go_0006271_7	b1871//b3464//b0463//
go_0006274_6	b1612//
go_0006275_7	b0082//
go_0006276_3	b1380//b3899//b3578//b0025//b1192//b3189//
go_0006281_6	b1766//b0975//b2469//b3811//b1887//b0969//b3223//b3319//b2955//b0908//b2780//b1698//b3910//b3196//b3981//b4483//b0475//b3326//b2798//b0587//b1860//b2791//b2564//b1539//b0160//
go_0006283_8	b1192//
go_0006284_7	b1883//b1594//b2603//b2330//b3141//b2338//
go_0006285_6	b0698//b2092//b2324//b3366//
go_0006288_8	b1642//b0414//
go_0006289_7	b2500//
go_0006298_7	b1477//b0357//b4586//b3607//b1086//b1569//b4371//b2798//b2134//b3515//
go_0006301_7	b3010//
go_0006302_7	b1587//b0210//b1281//b2381//b2310//b2052//b3187//b2717//b0109//
go_0006307_8	b2224//b4668//b0094//b0636//b2048//
go_0006308_6	b2154//b2919//b4172//b3514//b3182//b0586//b3076//b2782//b0934//b3169//b3339//
go_0006310_6	b3683//b1716//b0340//b0479//b2748//b2922//b2284//b2893//b3599//b0895//b0846//b3312//b4113//b1693//b0243//b3615//b4222//b4130//b2376//b3916//b0575//b2891//b3114//b3236//b3464//b1853//b2624//
go_0006313_4	b1764//b0856//b0331//b4042//b3659//b2557//b3064//
