#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:44 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/gos_bnum.txt
go_0000018_7	b1592//b3049//b3168//b0920//
go_0000025_7	b1385//
go_0000027_7	b2993//b0903//b2082//b0127//b2399//b1262//b0166//b3494//b2431//b1856//b2066//b4154//b3096//
go_0000028_7	b0161//b3404//b1623//b2740//b0970//b2295//b1024//b0959//b1883//
go_0000032_8	b3625//
go_0000041_8	b1650//
go_0000050_5	b3068//b3450//b0237//mltG//b3766//b3539//b0125//
go_0000053_5	b0911//
go_0000096_5	b3299//
go_0000101_6	b3572//
go_0000103_5	b0571//b4481//
go_0000105_6	b2129//b1814//b2111//b3423//b0513//b0767//b3697//b1609//
go_0000160_5	b1920//b1285//b1222//b0674//b4365//b0109//b2894//b0824//b1194//b3167//b1695//b0052//b2610//b1276//b4054//b3401//b4261//b4173//b1857//b2938//b1850//b3204//b3733//b0823//b4230//b0737//b0932//maoP//b3469//b3498//b1136//b1496//b3960//b0639//b3847//b1590//b3006//b4020//b2498//b3718//b0958//b0508//
go_0000162_7	b0777//b3791//b4144//b1290//b0064//b3691//b1049//b2511//b2517//
go_0000270_7	b3364//b1265//b1716//b2327//b0109//b1274//b1858//b1329//b2165//b1990//b1069//b3066//
go_0000271_6	b2731//b3604//b2947//b3344//b0466//
go_0000302_5	b1040//b1890//
go_0000303_6	b0210//b3669//
go_0000305_5	b2143//
go_0000372_11	b1913//
go_0000413_9	b3049//b2150//b2481//b0166//b0676//b0751//b3127//b3989//
go_0000453_8	b0388//b0111//b3291//b4243//b3223//
go_0000455_9	b4120//b3839//b1766//b0649//b3200//b1125//b3563//
go_0000462_11	b4015//b0856//
go_0000470_10	b4470//
go_0000478_9	b2316//
go_0000716_7	b1818//
go_0000724_8	b2664//
go_0000725_7	b1002//b0924//b2324//b0397//b1715//
go_0000726_7	b4117//
go_0000731_7	b3740//b3930//b2312//b2544//
go_0000737_7	b3049//
go_0000738_7	b2362//b0328//b2683//
go_0000746_4	b2232//
go_0000820_7	b0597//
go_0000902_5	b4324//
go_0000910_4	b3812//b2745//b0062//
go_0000917_6	b1521//b1978//b1610//b0276//b3542//
go_0000918_6	b1048//b0572//b2103//b1352//
go_0000920_3	b1570//b3345//b0067//b0789//b3525//
go_0000921_6	b3500//
go_0000967_10	b1350//b1211//b1289//
go_0001101_4	b2808//b2870//b1522//b0006//b3006//
go_0001121_7	b1289//b0481//
go_0001123_8	b2339//
go_0001124_8	b3460//
go_0001407_7	b3606//b1487//b1714//b4320//
go_0001510_5	b1492//b1866//b2926//b1282//
go_0001514_8	b2676//
