#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:44 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/gos_bnum.txt
go_0000018_7	b0963//b1729//b3725//b3061//
go_0000025_7	b0214//
go_0000027_7	b4143//b0927//b0554//b2067//b2740//b4153//b2758//b1590//b0710//b1104//b3129//b1879//b1244//
go_0000028_7	b0967//b4129//b3535//b2159//b4098//b2009//b1238//b0927//b1522//
go_0000032_8	b3930//
go_0000041_8	b3666//
go_0000050_5	b2108//b2498//b0641//b4268//b2278//b0378//b3053//
go_0000053_5	b0168//
go_0000096_5	b2074//
go_0000101_6	b2376//
go_0000103_5	b3227//b2620//
go_0000105_6	b1246//b1680//b4359//b3954//b2706//b4194//b4373//b2965//
go_0000160_5	b1059//b4018//b0220//b2964//b1120//b2976//b2143//b2231//b0972//b0355//b3139//b3288//b3517//b1857//b2998//b0698//b4117//b4152//b4474//b1433//b3279//b3731//b0695//b3227//b3959//b3290//b3368//b3057//b0589//b0026//b3800//b3066//b1614//b1905//b2373//b4306//b1698//hxpB//b2094//b3825//b0133//b0793//
go_0000162_7	b0260//b4298//b2746//b3317//b2676//b2963//b3665//b2393//b1515//
go_0000270_7	b1427//b3351//b0245//b4366//b0803//b0061//b2342//b0517//b3519//b2793//b3778//b3961//
go_0000271_6	b3082//b1215//b3238//b0545//b3925//
go_0000302_5	b1993//b0882//
go_0000303_6	b3250//b1221//
go_0000305_5	b4079//
go_0000372_11	b3124//
go_0000413_9	b3752//hiuH//b0946//b3908//b3679//b4339//b2496//b1192//
go_0000453_8	b2609//b1926//b1615//b3407//b0377//
go_0000455_9	b0430//b2082//b3409//b0174//b1511//b1199//b1398//
go_0000462_11	b0659//b2354//
go_0000470_10	b1702//
go_0000478_9	b3409//
go_0000716_7	b1622//
go_0000724_8	b3299//
go_0000725_7	b4289//b2837//b0207//b3516//hiuH//
go_0000726_7	b1424//
go_0000731_7	b1539//b2169//b1280//b2105//
go_0000737_7	b1536//
go_0000738_7	b2787//b0830//b1081//
go_0000746_4	b3730//
go_0000820_7	b0880//
go_0000902_5	b2150//
go_0000910_4	b2556//b0312//b0852//
go_0000917_6	b3265//b3957//b3326//b0334//b0331//
go_0000918_6	b1271//b2708//b0924//b1475//
go_0000920_3	b1054//b1390//b4209//b1487//b3387//
go_0000921_6	b2369//
go_0000967_10	glsA1//b0437//b1289//
go_0001101_4	b3641//b2109//b0920//b4208//b2374//
go_0001121_7	b0915//b3562//
go_0001123_8	b1120//
go_0001124_8	b2427//
go_0001407_7	b2740//b2197//b0330//b0068//
go_0001510_5	b1175//b2777//b0173//b3784//
go_0001514_8	b2716//
go_0001522_7	b0313//b3298//b1062//b0657//
go_0001558_5	b3847//b0365//
go_0001561_6	b2052//
go_0001676_6	b1307//
go_0001680_11	b4070//
go_0001682_11	b4365//
go_0001731_7	b1347//
go_0001762_6	b0033//
go_0001887_4	b2264//b3349//
go_0001896_5	b3740//b3791//b0123//b3712//
go_0002047_6	b4377//b3116//
go_0002097_8	b0092//
go_0002098_9	b2792//b4267//b0733//b3715//b0983//b0912//b3336//
go_0002099_9	b3534//b0683//
go_0002100_9	bioP//
go_0002101_9	b3895//
go_0002128_7	b1350//b0417//
go_0002131_9	b1237//
go_0002132_9	b0167//
go_0002136_10	b3234//
go_0002143_9	b2811//b0873//b4392//b3719//b2425//b3133//
go_0002181_7	b0768//b0603//
go_0002184_8	b2539//
go_0002188_6	b1289//
go_0002192_8	b3113//
go_0002937_9	b3441//
go_0002938_8	b3752//
go_0002939_7	b3783//
go_0002943_8	b3659//
go_0002949_8	b4209//b0867//b1107//b0637//
go_0003333_7	b4190//b4320//b0099//b0731//b1270//b4168//b3406//b3572//b0428//b4224//b2370//b3153//b4511//b1073//b0438//b2318//b3826//
go_0005975_4	b3751//b4209//b3144//b0610//b4208//b1245//b1439//b1220//b3897//b3518//b0109//b3288//b1141//b2708//b0566//b3361//b1049//b1334//b0870//b2428//b3771//
go_0005976_5	b0019//
go_0005977_6	b2743//
go_0005978_7	b3180//b3699//b2498//b4355//
go_0005980_7	b3413//b2729//b4349//
go_0005986_7	b1222//
go_0005990_7	b0587//b3985//
go_0005992_7	b2706//b1477//
go_0005993_7	b2178//b2901//b2392//
go_0005995_7	b2301//
go_0005998_7	b3183//
go_0006000_6	b0553//
go_0006001_7	b0524//b2284//
go_0006002_5	b1493//b2109//b1289//
go_0006006_6	b2567//b3191//b0439//b2762//b4383//b2327//b4362//b0576//
go_0006007_7	b0348//srkA//
go_0006011_5	b3633//
go_0006012_6	b3115//b0104//
go_0006013_6	b0920//
go_0006014_6	b3357//
go_0006015_7	b4362//b4219//
go_0006020_5	b0382//
go_0006044_7	b2560//
go_0006046_8	b2996//b2820//b4586//b1243//
go_0006047_5	b3972//b4213//
go_0006048_6	b1776//b2924//b1270//ftp//b0988//b2839//
go_0006053_8	b0015//
go_0006062_8	b0972//
go_0006071_6	b1835//b3581//b2670//
go_0006072_6	b3029//
go_0006082_4	b1695//b1250//
go_0006083_6	b4125//b0365//b0497//
go_0006086_8	b4053//
go_0006090_8	b0918//b3203//b3241//b3327//
go_0006094_7	b1205//b0655//b1636//b3642//b0830//b2888//b0815//b2828//b2924//b1686//
go_0006096_6	b0826//b3453//b2577//b4073//b1041//b3180//b2601//b4193//b4470//b3409//b2436//b3201//b3580//b3176//b1488//b0504//b3540//b1879//
go_0006097_5	b0129//b2209//b2498//b1916//b3343//
go_0006098_6	b2129//b3264//b0141//b1337//b3056//
go_0006099_4	b4003//b0641//b1853//b0426//b2060//b2575//b1613//b3879//b1061//b0281//b1530//b3952//b2960//b2960//b2147//b0127//b0557//
go_0006103_5	b0931//
go_0006104_6	b1694//b2268//b1735//
go_0006105_5	b4089//b2743//b2998//b3711//b2049//
go_0006106_8	b4063//
go_0006107_8	b1441//
go_0006108_8	b1413//b2943//b1809//b4031//b1945//
go_0006113_5	b0211//b3213//b1621//b3056//b1653//b2256//b0905//b3070//
go_0006115_6	b0129//
go_0006124_6	b3385//
go_0006144_6	b0429//b0341//
go_0006145_7	b4478//
go_0006146_8	b3907//b4301//
go_0006148_9	b3294//
go_0006149_9	b2523//
go_0006150_9	b1861//
go_0006152_7	b1692//b2611//b3049//b4378//b1319//
go_0006154_6	b1646//
go_0006161_9	b4289//
go_0006163_6	b4485//
go_0006164_7	b3828//b0452//b0313//b0526//
go_0006166_6	b2933//
go_0006168_7	b3012//b0222//
go_0006171_9	b3641//
go_0006172_9	b3225//
go_0006177_9	b4080//
go_0006178_7	b3672//
go_0006183_9	b1140//
go_0006189_10	b4128//b2005//
go_0006203_8	b3316//b3507//
go_0006206_6	b1745//b3290//b2040//b1159//
go_0006207_8	b3713//b4565//b0270//b3071//b3543//
go_0006208_7	b1718//b0857//b2458//b3126//b2817//b0764//b3738//b2336//
go_0006209_6	b0393//
go_0006210_8	b3673//
go_0006212_6	b2154//b2955//b0662//b4380//b3092//b0807//b2792//b0887//b2479//b0161//b4203//
go_0006217_9	mltG//
go_0006218_9	b2836//
go_0006220_6	b0446//
go_0006221_7	b2211//b2218//b4243//b1662//
go_0006222_9	b4195//
go_0006225_9	b3138//
go_0006226_9	b3351//b3023//
go_0006227_9	b0905//
go_0006231_9	b1465//
go_0006233_9	b0683//
go_0006235_9	b3800//
go_0006241_9	b4149//
go_0006259_5	b3265//b1216//b0543//b0813//b3782//b1187//b2536//
go_0006260_6	b4031//b1086//hprS//b1280//b1224//b0578//b3136//b0445//b2519//b1927//b4477//b0757//b2774//
go_0006261_7	b2843//b3308//b1801//b3891//b3784//b2349//b1086//b2037//b1772//b3816//
go_0006265_6	b2784//b3806//b1039//b4139//b3860//
go_0006266_6	b0545//b1191//b1082//
go_0006267_5	b0140//
go_0006268_9	b2069//b3050//b0781//
go_0006269_6	b2415//
go_0006270_6	b4065//b3041//b4280//b2197//b3636//
go_0006271_7	b3092//b1220//b0622//
go_0006274_6	b4245//
go_0006275_7	b0307//
go_0006276_3	b1610//b2760//b4352//b3934//b1987//b0065//
go_0006281_6	b0299//b1748//b2069//b2744//b1649//b0113//b4401//b2678//b2728//b2479//b1981//b3983//b0159//b2561//b2834//b0399//b1284//b3989//b0428//b3601//b2728//b4375//b0115//b2311//b2962//
go_0006283_8	b4375//
go_0006284_7	b0430//b1375//b0993//b0686//b1925//b4314//
go_0006285_6	b4313//b4155//b3298//b4389//
go_0006288_8	b3693//b0262//
go_0006289_7	b4133//
go_0006298_7	b2763//b1798//b4159//b0375//b0921//b3562//b2014//b0173//b4112//b3300//
go_0006301_7	b0169//
go_0006302_7	b4483//b3178//b2411//b3641//b0199//b3779//b1125//b0530//b3819//
go_0006307_8	b1307//b0969//b3662//b0441//b2062//
go_0006308_6	b4267//b0087//b3863//b4116//b0474//b3954//b3291//b0023//b0346//b0143//b3173//
go_0006310_6	b2091//b2828//b4149//b1165//b0375//b3659//b2830//b1326//b1791//b2024//b0817//b2822//b3651//mtnN//b3765//b4089//b1084//b2289//b0143//b0618//b0427//b2619//b1515//b3910//b1919//b3932//b2269//
go_0006313_4	b0316//b3385//b2767//msrQ//b1496//b4024//b3368//
go_0006351_6	b0473//b0182//b3666//b3956//b3984//b1427//b1288//b2506//b1531//b0927//b0962//b4290//b4112//b3917//b4366//b2340//b4246//b0506//b1808//hprR//b0819//b4055//b3928//b0709//b1378//b0034//b0106//b1204//b0487//b3627//b0200//b2213//b0724//b3204//b1714//b0313//b0590//b2614//b1262//b1263//b0960//b1253//b3225//b2683//b1525//b0633//b3686//b0378//b4255//b1592//b2746//b2009//b4190//b2389//b2961//b4524//b0265//b0171//b3683//b2383//b2151//b1897//b3464//b3919//b4539//b1944//b3433//b2822//b0430//b3073//b1829//b2148//b2552//b0893//b2701//b2696//b2520//b4053//b2314//b3344//b0506//b1620//b2981//b2789//b0526//b2679//b1411//b4148//b3146//b0169//b2752//b2246//b4261//b2149//b1336//b2710//b3524//b0847//b4665//b4114//b0110//b4189//b2669//b1261//b3173//b0186//b1664//b1651//b0047//b2709//b2132//b0366//b0854//b4520//b3725//b1258//b1863//b2756//b3733//
go_0006352_7	b2735//qorA//b0902//
go_0006353_7	b0296//b2243//
go_0006354_7	b3952//b4115//
go_0006355_7	b4392//b3612//b3636//b2755//b3147//b1135//b3018//b2256//b1088//b1257//b0681//b1809//b3800//b2079//b2417//b4113//b0508//b4355//b2844//b4120//b4169//b3240//b3960//b0879//b3688//b3870//b0492//b0149//b2565//b1077//b1912//b0239//b1525//b0098//b0437//b3973//b4016//b3725//b1266//b2537//b3528//b0611//b0343//b2245//b3391//b0067//b0439//b1136//insI4//b0210//b3615//b0554//b1615//b2114//b3541//b1250//b0968//b3546//b1236//b3358//b2579//b2480//b2894//b1787//b0382//b4392//b3528//b2843//b3786//b1096//b3936//b4481//b3360//b2264//b3769//b2130//b4393//b4120//b3117//b3735//b3408//b1772//b0082//b0889//b3114//b3318//yjgX//b0452//b4665//b3980//b3949//b2785//b2811//b4544//b2904//b3509//b1658//b3205//b0397//b2758//b2131//b3562//b2620//b2143//b4093//b0400//b1209//b2342//b2963//b2560//b3261//b0111//b1505//b2281//b0790//b4086//b2130//
go_0006357_8	b2806//
go_0006364_9	b2364//b0798//b0972//b0103//b0804//
go_0006378_8	b2558//b2329//
go_0006396_7	b2131//b0424//b1601//b0041//b3520//
go_0006397_8	b0189//b3266//
go_0006399_8	b0111//b3470//
go_0006400_7	b2100//b3793//b3566//b1723//b3984//
go_0006401_6	b2125//b1580//b2091//b1854//b3564//b4020//b0871//b1145//
go_0006402_7	b3347//b3470//qorA//b2554//b3943//b1990//b1270//b2628//b0779//b2146//b2213//
go_0006412_6	b4214//b0311//b3313//b2306//b1729//b0263//b2965//b0316//b0158//b3136//b1180//b2283//b2168//b3726//b2955//b3226//b0029//b1680//b3640//b0413//b2525//b3463//b1710//b0618//b3980//b0864//b3731//b4032//b0178//b3717//b4554//b0027//b0030//b0481//msrQ//b1082//b3724//b0887//b2284//b4235//b4251//b2741//b3822//b4014//b1072//b2477//b0545//b2185//b0959//
go_0006413_4	b2564//b2414//
go_0006414_6	b1337//b1526//b2742//b0758//b3428//
go_0006415_7	b1399//b0330//b1713//b0688//b0220//b0714//
go_0006417_7	b2416//b0417//b2281//b0330//b1538//
