#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:44 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/gos_bnum.txt
go_0000018_7	b4015//b0603//b0911//b2576//
go_0000025_7	b0601//
go_0000027_7	b1350//b0539//b3965//b1866//b2673//b0194//b0185//b4391//b1257//b2991//b0880//b3306//b3588//
go_0000028_7	b2702//b3191//b1505//b2733//b3711//b0300//ftp//b2178//b3350//
go_0000032_8	b1126//
go_0000041_8	b0340//
go_0000050_5	b1328//b3785//b1642//b1159//b3350//b3895//b1100//
go_0000053_5	b3148//
go_0000096_5	b3633//
go_0000101_6	b2427//
go_0000103_5	b1892//b2267//
go_0000105_6	b3437//b3189//b3243//b3673//b0063//b4052//b1341//b4034//
go_0000160_5	b0083//b2945//b4326//b3387//b2525//b3307//b1270//b1407//b0054//b2164//b0451//b3684//b0578//b2131//b3187//b3034//b0915//b2798//b2255//b1603//b2914//b3453//b1634//b3829//b1024//b1422//b0954//b2164//b1069//b3661//b2717//b0393//b0421//b3365//b3905//b0139//b2564//b3417//b0154//b2813//b3752//b3391//
go_0000162_7	b3997//b0983//b3892//b2962//b4166//b4231//b2491//b2424//b0260//
go_0000270_7	b3187//b4302//b4062//b1704//b2302//b1785//b0413//b4195//b3147//b2715//b2829//b0452//
go_0000271_6	b1521//b1197//b1348//b4265//b2894//
go_0000302_5	b2493//b0771//
go_0000303_6	b2710//b2976//
go_0000305_5	b0683//
go_0000372_11	b3117//
go_0000413_9	b2400//b4468//b0554//b1189//b4279//b2587//b2630//b1258//
go_0000453_8	b3816//b0009//b1609//b2282//b2840//
go_0000455_9	b2756//b0970//b2245//b1612//b0008//b4120//b4243//
go_0000462_11	b3316//b3241//
go_0000470_10	b1584//
go_0000478_9	b3133//
go_0000716_7	b3456//
go_0000724_8	b1743//
go_0000725_7	b2834//b1748//b2385//b1421//b4501//
go_0000726_7	b0184//
go_0000731_7	b3249//b1881//b4072//b2799//
go_0000737_7	b1615//
go_0000738_7	b0348//b1101//b1280//
go_0000746_4	b3888//
go_0000820_7	b0097//
go_0000902_5	b2904//
go_0000910_4	b1337//b3067//insI1//
go_0000917_6	b3500//b3876//b3260//b1054//b0586//
go_0000918_6	b1695//b1513//b0098//b0174//
go_0000920_3	b3972//b2136//b1609//b2829//b0010//
go_0000921_6	b2103//
go_0000967_10	b2041//b2040//b4072//
go_0001101_4	b1246//b4055//b3433//b2912//b1258//
go_0001121_7	b0226//b3807//
go_0001123_8	b1676//
go_0001124_8	b4177//
go_0001407_7	b1994//b2415//b0957//b2049//
go_0001510_5	b2684//b1774//b3682//b2946//
go_0001514_8	b3942//
go_0001522_7	b0571//b1291//b1210//b3744//
go_0001558_5	b3743//b3395//
go_0001561_6	b1465//
go_0001676_6	b2946//
go_0001680_11	b1081//
go_0001682_11	b0038//
go_0001731_7	b0741//
go_0001762_6	b0996//
go_0001887_4	b0241//b2523//
go_0001896_5	b1212//b3843//b1298//b4265//
go_0002047_6	b1733//b1623//
go_0002097_8	mtnN//
go_0002098_9	b3625//b0112//b3134//b1407//b3459//b0551//b2842//
go_0002099_9	b1107//b2906//
go_0002100_9	b0405//
go_0002101_9	b3187//
go_0002128_7	b0905//b2306//
go_0002131_9	b1912//
go_0002132_9	b0566//
go_0002136_10	b3990//
go_0002143_9	b1002//b4559//b2615//b2241//b3839//b1851//
go_0002181_7	b2185//b3408//
go_0002184_8	b0481//
go_0002188_6	b2808//
go_0002192_8	b3247//
go_0002937_9	b3259//
go_0002938_8	b0784//
go_0002939_7	b1955//
go_0002943_8	b4113//
go_0002949_8	b2584//b0534//b1465//b3035//
go_0003333_7	b2991//b3640//b1611//b3832//b1499//b3496//b0365//b1728//b3634//b3917//b2673//b2810//b4197//b3747//b3252//b1713//b2820//
go_0005975_4	b0675//b3290//b0635//b2808//b4020//b1291//b0758//b1081//yjgX//b2954//b0610//b3306//b4321//b0792//b1135//b3149//b1326//b4118//b0653//b0432//b2801//
go_0005976_5	b0688//
go_0005977_6	b0071//
go_0005978_7	b1319//b1232//b1018//b4155//
go_0005980_7	b4194//b3819//b0640//
go_0005986_7	b1955//
go_0005990_7	b1818//b1536//
go_0005992_7	b4682//b3057//
go_0005993_7	b2746//b4268//b3592//
go_0005995_7	b3426//
go_0005998_7	b2904//
go_0006000_6	b3613//
go_0006001_7	b1809//b2527//
go_0006002_5	b3224//hprR//b3056//
go_0006006_6	b3132//b1506//b1660//b3499//b3835//b1815//b0829//b2235//
go_0006007_7	b3083//b2301//
go_0006011_5	b1956//
go_0006012_6	b0912//b1886//
go_0006013_6	b2845//
go_0006014_6	b1200//
go_0006015_7	b1775//b2834//
go_0006020_5	b1438//
go_0006044_7	b1888//
