#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:44 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/gos_bnum.txt
go_0000018_7	b0930//b0265//b0233//b3619//
go_0000025_7	b2865//
go_0000027_7	b3857//b1468//b0929//b2924//b0378//b3842//b1531//b3304//b3563//b3447//b1704//b2128//b4354//
go_0000028_7	b3928//b1394//b3195//b0161//b0176//b3021//b2810//b2438//b1753//
go_0000032_8	b0685//
go_0000041_8	b2267//
go_0000050_5	b0518//b3241//b1538//b2219//b3516//b1761//b0809//
go_0000053_5	b1718//
go_0000096_5	b1991//
go_0000101_6	b3903//
go_0000103_5	b2759//b3481//
go_0000105_6	b1304//b2818//b0530//b3156//b3451//b1293//b2009//b4365//
go_0000160_5	b3022//b0741//b0768//b4379//b3255//b2379//b0649//b1415//b1756//b0241//b2125//b0740//b2382//b1136//b2758//b3831//b3746//b1872//b2606//b3080//b3173//b0763//b3972//b3985//b1270//b2812//b2417//b1913//b3887//b4129//b3991//b1539//b4153//b3699//b1246//b2865//b0355//b3385//b2836//b3145//b0731//b3945//
go_0000162_7	b4231//b0782//b0008//b0722//b4148//b3327//b4355//b0265//b3375//
go_0000270_7	b1091//b1901//b1034//b2839//b2202//b4409//b0565//b4020//b3093//b1421//b3928//b0092//
go_0000271_6	b2893//b4069//b2898//b3934//b3903//
go_0000302_5	b2922//b0200//
go_0000303_6	b2841//b2496//
go_0000305_5	b3391//
go_0000372_11	b1012//
go_0000413_9	b0001//b4224//b4665//b2836//b4122//b0339//b2905//b3136//
go_0000453_8	b1011//b0532//b2699//b1594//b1189//
go_0000455_9	b3063//b1203//b4375//b4513//b2573//b0061//b4161//
go_0000462_11	b1873//b0221//
go_0000470_10	b3621//
go_0000478_9	b1718//
go_0000716_7	b3766//
go_0000724_8	b3193//
go_0000725_7	b3721//b4501//b3769//b3500//b1385//
go_0000726_7	b0742//
go_0000731_7	b1476//b4153//b3734//b1360//
go_0000737_7	b1135//
go_0000738_7	b3791//b1469//b2261//
go_0000746_4	b3441//
go_0000820_7	b0058//
go_0000902_5	b4128//
go_0000910_4	b0827//b1507//b1235//
go_0000917_6	b0754//b1838//b0304//b1680//b3693//
go_0000918_6	b0268//b4100//b3291//b3312//
go_0000920_3	b0449//b0575//b1872//b1786//b1791//
go_0000921_6	b2839//
go_0000967_10	b4109//b1183//b0904//
go_0001101_4	b2751//b4070//b4035//b2822//b1053//
go_0001121_7	b0784//b0954//
go_0001123_8	b2703//
go_0001124_8	b2276//
go_0001407_7	b0123//b2794//b0031//b1818//
go_0001510_5	b0077//b0074//b2163//b0314//
go_0001514_8	b0794//
go_0001522_7	b1119//b1136//b3141//b2161//
go_0001558_5	b2905//b1450//
go_0001561_6	b1921//
go_0001676_6	b1304//
go_0001680_11	b1621//
go_0001682_11	b2069//
go_0001731_7	b3165//
go_0001762_6	b3836//
go_0001887_4	b3509//rpnD//
go_0001896_5	b0383//b0378//b2038//b2571//
go_0002047_6	b0462//b2381//
go_0002097_8	b3514//
go_0002098_9	b4322//b3769//b4682//b4075//b2042//b1679//b4315//
go_0002099_9	b2424//b2168//
go_0002100_9	b0925//
go_0002101_9	b0611//
go_0002128_7	b2710//b2409//
go_0002131_9	b2554//
go_0002132_9	b2323//
go_0002136_10	b0678//
go_0002143_9	b0586//b3167//b2971//b2870//b3973//b0776//
go_0002181_7	b3355//b3463//
go_0002184_8	b1865//
go_0002188_6	b1411//
go_0002192_8	b0796//
go_0002937_9	b1883//
go_0002938_8	b1257//
go_0002939_7	b3911//
go_0002943_8	b1109//
go_0002949_8	b0726//b3476//b4300//b3775//
go_0003333_7	b3321//b2389//b4361//b1821//b2361//b0487//b2413//b1224//b0467//b0478//b1799//b4124//b1008//b2991//b3081//b1775//b1015//
go_0005975_4	b3243//b0771//b3607//b0598//b2047//b1728//b4000//b0595//b0905//b4299//b1326//b2797//b4098//b1861//b0802//b3640//b2799//b2683//b1756//b2163//b2827//
go_0005976_5	b4152//
go_0005977_6	b2882//
go_0005978_7	b0086//b0171//b4301//b3022//
go_0005980_7	b0870//b0969//b4401//
go_0005986_7	b2577//
go_0005990_7	b3753//b2964//
go_0005992_7	b2711//b0001//
go_0005993_7	b0799//b2718//b1753//
go_0005995_7	b3387//
go_0005998_7	b4149//
go_0006000_6	b1073//
go_0006001_7	b1973//b3779//
go_0006002_5	b1830//b4321//b3143//
go_0006006_6	b3502//b1918//b3241//b0397//b3954//b4224//b1048//b1335//
go_0006007_7	b0632//b3765//
go_0006011_5	b0023//
go_0006012_6	b0924//b2533//
go_0006013_6	b2514//
go_0006014_6	b3514//
go_0006015_7	b1304//b1338//
go_0006020_5	b0401//
go_0006044_7	b3431//
go_0006046_8	b0425//b2480//b2376//b0642//
go_0006047_5	b0429//b0296//
go_0006048_6	b4476//b4095//b1824//b2146//b1280//b1723//
go_0006053_8	b3349//
go_0006062_8	b1192//
go_0006071_6	b3772//b1160//b2617//
go_0006072_6	b1328//
go_0006082_4	b0611//b3227//
go_0006083_6	b3724//b3789//b3942//
go_0006086_8	b3753//
go_0006090_8	b3699//b1117//b0421//b0877//
go_0006094_7	b2845//b4309//b3613//b3569//b1427//b2696//b2024//b2261//b3562//b1205//
go_0006096_6	b0768//b0678//b2587//b0728//b2236//b4064//b1262//b4014//b3405//b2027//b2175//b1167//b1210//b4352//b0382//b1536//b1207//b1698//
go_0006097_5	b4269//b1082//b0650//b4290//b1380//
go_0006098_6	b2762//b3236//b1212//b1501//b0415//
go_0006099_4	b0112//b0811//b4069//b2335//b2686//b3592//b0681//b0973//b2731//b4069//b2803//qorA//b0484//b0436//b1192//b1991//b1467//
go_0006103_5	b1932//
go_0006104_6	b0429//b2877//b0809//
go_0006105_5	b1493//b2565//b4222//b3368//b1684//
go_0006106_8	b0820//
go_0006107_8	b3709//
go_0006108_8	b1216//b0595//b3423//b4113//b3234//
go_0006113_5	b2517//b2077//b0078//b3459//b3877//b2334//b1081//b2350//
go_0006115_6	b0895//
go_0006124_6	b4191//
go_0006144_6	b2558//b3281//
go_0006145_7	b3960//
go_0006146_8	b2065//b0261//
go_0006148_9	b0038//
go_0006149_9	b2303//
go_0006150_9	b2810//
go_0006152_7	b4129//b1116//b1658//b3790//b0680//
go_0006154_6	b1370//
go_0006161_9	b1712//
go_0006163_6	b2540//
go_0006164_7	b0921//b0121//b4018//b3076//
go_0006166_6	b1688//
go_0006168_7	b2957//b3932//
go_0006171_9	b2540//
go_0006172_9	b3347//
go_0006177_9	b0823//
go_0006178_7	b1990//
go_0006183_9	b1335//
go_0006189_10	b0449//b2735//
go_0006203_8	b2914//b0920//
go_0006206_6	b2798//b3872//b1917//b3178//
go_0006207_8	b2794//b0443//b2665//b2338//b3900//
go_0006208_7	b4093//b4132//b1956//b1206//b3249//b4153//b0889//b4484//
go_0006209_6	b2004//
go_0006210_8	b2498//
go_0006212_6	b2996//b0545//b3736//b2587//b3469//b1061//b3227//b2702//b0098//b3735//b0655//
go_0006217_9	b2269//
go_0006218_9	b1733//
go_0006220_6	b2659//
go_0006221_7	b3072//b2509//b3986//b4453//
go_0006222_9	b0256//
go_0006225_9	b1716//
go_0006226_9	b0071//b3935//
go_0006227_9	b1215//
go_0006231_9	b1264//
go_0006233_9	b1294//
go_0006235_9	b4419//
go_0006241_9	b0859//
go_0006259_5	b0637//b1297//b2697//b3517//b4279//b3997//b2882//
go_0006260_6	b1194//b0046//b2569//b1576//b3604//b3567//b4532//b2019//b3417//b3503//b3105//b2009//b4298//
go_0006261_7	b0949//b4280//b2367//b3164//b2767//b4506//b3959//b0146//b2175//b2292//
go_0006265_6	b1511//rpnD//b2387//b0831//b0930//
go_0006266_6	b0063//b2413//b0357//
go_0006267_5	b2727//
go_0006268_9	b3431//b1285//b0221//
go_0006269_6	b2179//
go_0006270_6	b1791//b3790//b3310//b3167//b2011//
go_0006271_7	b1447//b4309//b2716//
go_0006274_6	b2105//
go_0006275_7	b4399//
